Unnamed: 0.1,Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
0,0,gradients/conv2d/kernel.gradient,0.0063129449625930825,0.1411765507196329,0.06060471749868552,-1.5891026591361803,2.0505073050389138,0.24618025407957797,0.0,0.6903952933312578,4.349148655503704
1,1,gradients/conv2d/bias.gradient,-0.04205818310109927,0.05408163997968996,0.03241299930620341,-0.8857705548856359,0.46135135912048575,0.18003610556275523,0.02173854175668505,-1.2989601445108698,5.260042611391759
2,2,gradients/conv2d_4/kernel.gradient,0.004579584640006755,0.06855937714921496,0.06026018995754217,-4.466832398037848,2.1177057948169646,0.24547951026010745,0.0,-0.3520720635776427,23.186466297859962
3,3,gradients/conv2d_4/bias.gradient,0.01448704703634916,0.033756172931202796,0.006792769627684556,-0.14759978585622005,0.27245907898063493,0.08241826028062416,0.007849449427743403,1.47911282981728,2.285380974072305
4,4,gradients/batch_normalization/gamma.gradient,-0.024580026923057267,0.05388735336604277,0.0185422689181168,-0.46542735106061833,0.32128919885385565,0.13617000006652308,0.0,-0.1471084831548311,3.012804847463861
5,5,gradients/batch_normalization/beta.gradient,0.07055401436109773,0.07633377629319987,0.006653626835588627,-0.09899302124411616,0.28210277223194496,0.08156976667607095,0.1007349387089774,0.526926704186304,0.05992608391635691
6,6,gradients/batch_normalization_4/gamma.gradient,0.024067011709662925,0.06337599825617025,0.03899332658771863,-0.3149967358582173,0.9780393408371626,0.1974672797901432,0.01711606231916137,2.6266552554390716,10.570300618374798
7,7,gradients/batch_normalization_4/beta.gradient,-0.059388930591010976,0.08507224433732068,0.0057772105755337436,-0.21855489258044844,0.14896335286578918,0.07600796389546195,0.06304039436723698,0.7112596342701255,0.33502784696765475
8,8,gradients/conv2d_8/kernel.gradient,0.0060571682348458215,0.10796629617722393,0.0940819704274887,-3.047548325559915,4.084522959624427,0.30672784423245425,0.09384068136124368,0.2996118603717151,11.819818703383831
9,9,gradients/conv2d_8/bias.gradient,-0.002905463793711869,0.044070752797116475,0.015936450016724515,-0.416535429397591,0.5622162051819636,0.12623965310758972,0.03899309562624206,1.134737966199518,5.3897320888027425
10,10,gradients/batch_normalization_8/gamma.gradient,-0.04418290328360048,0.10151980530261841,0.06438850742168256,-0.8534308311201636,0.7399140581016586,0.2537489062472636,0.04247341705763195,-0.38640642614812637,2.009725597293221
11,11,gradients/batch_normalization_8/beta.gradient,0.07747503520275592,0.08689490122355523,0.010765779920885489,-0.15446579231819546,0.3215945703155722,0.1037582763970445,0.0,0.7951334419972835,-0.42529343760498844
12,12,gradients/conv2d_1/kernel.gradient,-0.0005645140988535354,0.0013168644713217792,0.0007700713104476397,-0.5111771409052672,0.5321859534243525,0.02775015874635318,0.010521996722236205,-2.461855891564344,72.77457264444959
13,13,gradients/conv2d_1/bias.gradient,-0.001777283975048408,0.0010963259325744452,0.00019654502538818852,-0.06848108976436303,0.034912917868177,0.01401945167930525,0.0,-3.225209220948448,17.582818551131176
14,14,gradients/conv2d_2/kernel.gradient,0.0009454535425552088,0.008170019854941675,0.00039877100951267187,-0.6315614583994358,0.4582820480830838,0.019969251601217448,0.04631550145584677,-1.9865894260346197,81.53596540001058
15,15,gradients/conv2d_2/bias.gradient,-0.0011364134669812015,0.001464801935468367,0.00016545197304999775,-0.06489479692156135,0.05638070041602938,0.012862813574416038,0.022549833937489824,-1.350446256930096,10.844215051586547
16,16,gradients/conv2d_5/kernel.gradient,0.0014107658087769573,0.0027867287724513455,0.0014095253570148225,-0.6527424094000507,0.7263269878071135,0.03754364602718923,0.0,0.4267389824093618,60.01465364420225
17,17,gradients/conv2d_5/bias.gradient,0.0004321798293160095,0.003050390417369943,0.0002462662519933719,-0.044550947105004325,0.06269892366041613,0.015692872649502126,0.0,0.430937533795993,3.8885818534498116
18,18,gradients/conv2d_6/kernel.gradient,-0.0014860171230601544,0.008421171170954835,0.000941549824150821,-0.704202160133126,0.5495073851941464,0.030684683869171357,0.0014243139274978805,1.4987451254938793,61.2679731114397
19,19,gradients/conv2d_6/bias.gradient,0.002725136787039469,0.001585907104849399,0.00017404532234995313,-0.05649812547023703,0.05902977146648265,0.01319262378566362,0.014995149491968304,0.7754403385625388,6.682546335023507
20,20,gradients/batch_normalization_1/gamma.gradient,-0.0019385265299496311,0.009313709486390195,0.00042432964233389173,-0.06450698111497252,0.065781490358399,0.020599263150267444,0.014338696889808574,-0.17748161152642064,1.3715632827399156
21,21,gradients/batch_normalization_1/beta.gradient,-0.0006811209408451025,0.0014600419682445046,7.141195036226565e-06,-0.0115515320048684,0.008348182237461907,0.002672301449355199,0.09383260114834531,-0.22150656320259818,1.3256654870828521
22,22,gradients/batch_normalization_2/gamma.gradient,-0.0028122736430825843,0.008480224998812175,0.0007294197864246455,-0.157228830492905,0.07413447671775432,0.02700777270388439,0.0,-1.7876800571306137,11.92467192471035
23,23,gradients/batch_normalization_2/beta.gradient,-0.00017239169343312145,0.0015325144575726911,8.279646824929525e-06,-0.009459200872746865,0.008027452983370613,0.0028774375449224687,0.0,-0.081512846066718,1.196838478281062
24,24,gradients/conv2d_3/kernel.gradient,-0.005253581611007027,0.015429270879963541,0.0011338073933083851,-0.80050109763398,1.260865887737473,0.03367205656487994,0.0,0.24662177401265575,116.77194168201427
25,25,gradients/conv2d_3/bias.gradient,-0.001186369118437691,0.001543942649213181,0.00032719561438016123,-0.06263743916015892,0.11211017358619374,0.018088549261350718,0.0659247714260147,2.428266538758464,19.88401783332557
