Unnamed: 0.1,Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,0,parameters/conv2d.weights,0.004511108916900948,0.0035088964357886687,-0.21472056998838152,0.21472056998838152,-0.0037630312299889077,1.0154075805221665,0.7825574402932055,-0.774408621933649,0.03997775943424886
1,1,parameters/conv2d_4.weights,0.003909266025440579,0.003226169020381372,-0.18579860359391975,0.18579860359391975,-0.004242719245249543,0.9689836051789493,0.6974299134234699,-0.826525805603364,0.0
2,2,parameters/conv2d_8.weights,0.003907174820805851,0.0030355364563440096,-0.18975399292567585,0.18975399292567585,-0.0036969642210838627,0.9843348196557374,0.925573327289283,-0.6145402078468465,0.0
3,3,parameters/conv2d_1.weights,0.04195873418085757,0.2850223353124028,-2.2376738698038476,2.101027358845672,-0.02959518434327075,0.9285438078384581,1.089741274780901,-0.4967525578471148,0.0
4,4,parameters/conv2d_2.weights,0.0029731112840609085,0.002219173153394963,-0.1872542381781294,0.1872542381781294,-0.005255818115846174,1.0538507663640975,1.1609653836909266,0.007931599372758835,0.0
5,5,parameters/conv2d_5.weights,0.004038104790793713,0.002888356555804343,-0.1981716492381253,0.1981716492381253,-0.013116939618594793,1.009370009044056,0.8914204912325008,-0.47052393594884956,0.027974323357008182
6,6,parameters/conv2d_6.weights,0.0035149234609278654,0.0026644139249525226,-0.19070476802666578,0.19070476802666578,-0.007841081492796201,1.0636427688932464,1.3607882282390364,0.03032394649342387,0.05593110630122993
7,7,parameters/conv2d_3.weights,0.0030543879607184818,0.0017552130926604976,-0.18681364983497584,0.18681364983497584,-0.004817699845941378,0.9498784696475556,1.1401628710951393,0.3836672987554476,0.07433415105344597
8,8,parameters/conv2d_7.weights,0.0030750829928502792,0.0018983720143563158,-0.20154493494402492,0.20154493494402492,-0.006531010905075261,1.0448886255912366,1.5172024420736845,0.7935918492485572,0.0
9,9,parameters/conv2d_9.weights,0.0469050047870018,0.4529730689643589,-2.7812921934310753,2.5252749818512283,-0.16686446492919257,1.054378389222774,0.7878122098798446,-0.3813565991705985,0.0
10,10,parameters/conv2d_10.weights,0.002954632418405617,0.002050785511996399,-0.20173094225893862,0.20173094225893862,-0.0076989688223243116,1.0616615704905008,1.4057098790205216,0.008754520980144696,0.056413665444983455
11,11,parameters/conv2d_11.weights,0.0393498835958353,0.3945201194483658,-3.019705719519969,2.43127901635055,-0.09531874092253396,1.0326007621315434,1.194762903962196,0.5752247047433069,0.0
12,12,parameters/dense.weights,0.0026275536885742258,0.0013969058055139274,-0.19336925285622858,0.19336925285622858,-0.0007209989400613205,1.010154748754615,1.2868663030535947,0.47241165867771834,0.0
13,13,parameters/dense_1.weights,0.005014383152163304,0.0030830622719833934,-0.21295650391228121,0.21295650391228121,-0.005173623078367838,0.9564513949771789,0.703933490786355,-1.3919383368315423,0.07811021631803437
14,14,parameters/dense_2.weights,0.020551960379812415,0.03489653902291129,-0.19492083304038843,0.19492083304038843,-0.09158951552920587,0.9641591063375761,1.1891210970140094,1.0242347334094748,0.07054321510026922
