Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,parameters/conv2d.weights,0.512536227826064,0.5902726955547958,-2.267097622890938,2.267097622890938,-0.009111597175907957,0.9438633418028873,0.4177431164647245,-1.0274295415128516,0.030577170571865334
1,parameters/conv2d_4.weights,0.4517707108684987,0.4457269877850237,-2.3677024923413033,2.3677024923413033,-0.01279486721667836,0.9671454484926497,0.5907048728555119,-1.2961011137085647,0.0
2,parameters/conv2d_8.weights,0.42338446512847183,0.42794152557733584,-2.5137650843575203,2.5137650843575203,-0.024411956934224256,1.0431328249731833,0.8099064232128931,-0.9215018206366605,0.0
3,parameters/conv2d_1.weights,0.4344593868278439,0.39766126876460556,-2.568515715879966,2.568515715879966,-0.06550857513212358,1.0591669826698413,1.0327617662620756,-0.317607720211099,0.010220162304480307
4,parameters/conv2d_2.weights,0.01193844677389883,0.00044097858001007704,-0.10603200156188322,0.13371439350239112,-0.00201641096893559,1.03368872253976,1.757092584582574,1.2859435253244496,0.0
5,parameters/conv2d_5.weights,0.320869844291588,0.2798862167749345,-2.36866648177339,2.36866648177339,-0.06902277287872331,0.9441977753957903,1.2450922193105969,-0.3350008438846718,0.0
6,parameters/conv2d_6.weights,0.2813996318641183,0.25390851882631965,-2.487466357761647,2.487466357761647,-0.047250916554602736,1.028282385033718,1.5075856721885872,0.4292104056456164,0.0
7,parameters/conv2d_3.weights,0.28033869154670454,0.20332706092727268,-2.6106118962012075,2.6106118962012075,-0.06177256910139415,1.0255952337508192,2.0230972696615743,2.0120383435302323,0.0
8,parameters/conv2d_7.weights,0.2931113643542548,0.15684262014354602,-2.709799707037197,2.709799707037197,-0.04873344935830246,0.939939401965427,1.8004911352234991,1.6727852372264795,0.02237977340839499
9,parameters/conv2d_9.weights,0.01582743110301966,0.000713294371782514,-0.1297785926614562,0.0945627605612231,-0.0034785075918919136,1.0601392976044897,1.3871575263746778,-0.07784997031985327,0.06214801239131338
10,parameters/conv2d_10.weights,0.29884430823559466,0.22886189893688552,-2.697019415968423,2.697019415968423,-0.09736975217803837,1.0360485306772536,1.5297202724011967,0.9422970380710861,0.0
11,parameters/conv2d_11.weights,0.27098463048430577,0.24011206507262767,-2.6021176009842333,2.6021176009842333,-0.09303456960946033,1.065448473261395,1.7807597195080045,1.8842398796474955,0.0
12,parameters/dense.weights,0.4167081757025143,0.2932891245716821,-2.738933502058132,2.738933502058132,-0.008946088060891675,1.0590296792353586,1.0482292206560708,-0.8852391355811381,0.0
13,parameters/dense_1.weights,0.6342450470574393,0.5318147412802507,-2.6221146960399873,2.6221146960399873,-0.0013642530274902342,0.9366728855817427,0.03911548766112907,-1.7853206023132697,0.0
14,parameters/dense_2.weights,1.2093545866389377,1.8887675247315994,-2.2567962829932307,2.2567962829932307,0.1598013506470122,0.9268377795750273,1.1841785761500305,0.20262909432612883,0.0385076053356829
