layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
parameters/classifier.dense.bias,3.6268815083533497e-06,1.6904359678812908e-12,1.0526839764989134e-06,5.119283095904973e-06,1.2664208341116163e-06,1.324024806844443e-06,-0.0527039571185873,-1.879439365209527,0.1177633313447482
parameters/classifier.out_proj.bias,1.2849026231617048e-07,2.5271010474803792e-14,8.885370614748502e-08,7.305396594273484e-07,5.651068517012247e-07,1.5318201226180554e-07,0.2104342530895622,-1.0061581835437672,0.0
parameters/encoder.roberta.embeddings.LayerNorm.bias,1.1619577429312163e-07,3.961655064667173e-14,8.016845530330241e-08,7.656679360224236e-07,2.1182741774616486e-07,1.90457770364463e-07,0.0275696917510681,0.3360997633086009,0.0608250898580093
parameters/encoder.roberta.encoder.layer.0.attention.self.query.bias,5.514276735756421e-07,2.5876628199109582e-14,1.317974256835264e-07,7.718712657602199e-07,3.463811691935727e-07,1.6664664187800226e-07,-0.257820064449331,10.268878955901874,0.0
parameters/encoder.roberta.encoder.layer.0.attention.self.key.bias,2.635961197338228e-05,6.28483432001161e-10,1.087894068547034e-05,0.0001164493125075,0.0001117565711527,2.3246589741264535e-05,-2.9096145905847206,7.640390557887256,0.0399097105897041
parameters/encoder.roberta.encoder.layer.0.attention.self.value.bias,3.1655296410132412e-09,3.108655715449169e-18,1.0819215892414354e-09,7.145051944779438e-09,1.506701880448605e-09,2.12585274218261e-09,0.2393228238706645,0.2602267220962028,0.0172864154551224
parameters/encoder.roberta.encoder.layer.0.attention.output.dense.bias,1.279051559242404e-06,7.905550067275043e-14,1.089304417213515e-06,1.714256634037857e-06,1.3133770084584992e-06,3.1275409152879664e-07,0.8476392425848894,1.7545894887020976,0.0
parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.bias,1.8667892046681176e-06,1.6572160867302862e-13,8.597709772072659e-07,2.245950841945848e-06,1.7498228197118666e-06,4.622584101034095e-07,2.3994216666300257,125.61814552036856,0.04132816453186
parameters/encoder.roberta.encoder.layer.0.intermediate.dense.bias,2.998376066553576e-07,1.1536753789904598e-14,8.808168164493402e-08,2.998376066553576e-07,2.998376066553576e-07,1.0975416463262617e-07,2.280023496494325,41.93072035714441,0.0
parameters/encoder.roberta.encoder.layer.0.output.dense.bias,7.276387243033415e-06,5.053442550678615e-12,1.1333811271848572e-06,9.580044692736094e-06,5.884183154174415e-06,2.6531782500158475e-06,0.4261197774922987,123.1095232604774,0.0346221901676417
parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.bias,3.9544197505441675e-07,4.8680850460113383e-14,9.304120193726172e-08,7.648238253730621e-07,1.8239401114022562e-07,2.5910321870694244e-07,2.044850085469572,19.297069972275416,0.0352295494116212
parameters/encoder.roberta.encoder.layer.1.attention.self.query.bias,1.881403344964695e-07,1.2957841634019508e-14,7.808712750292712e-08,5.244838477690267e-07,1.7973689354199529e-07,9.516218714008765e-08,-0.0053724963550531,0.6658575714677434,0.0
parameters/encoder.roberta.encoder.layer.1.attention.self.key.bias,9.004315909763453e-07,5.813030055279955e-14,7.630272035435895e-07,1.715334534668502e-06,1.4263314217502943e-06,2.0448176087226346e-07,0.3931054798225152,0.6948756519323397,0.0
parameters/encoder.roberta.encoder.layer.1.attention.self.value.bias,1.50948726170195e-06,1.1585211707562697e-13,9.735884777851029e-07,2.2149004433960444e-06,1.0334108797521823e-06,2.595821590487965e-07,0.0347042495850635,7.279473195457692,0.0098584875212859
parameters/encoder.roberta.encoder.layer.1.attention.output.dense.bias,1.138834086646866e-09,3.7805383585730845e-20,7.383041161503087e-10,1.138834086646866e-09,1.138834086646866e-09,1.8433479959006462e-10,-0.0518172667886475,-0.1797109393777733,0.0294753196301795
