Unnamed: 0.1,Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,0,parameters/conv2d.weights,0.003851045109126892,0.003272843840372459,-0.1833027346745539,0.1833027346745539,-0.003212425875918767,0.9604402903998324,0.8993265788139557,-0.667954567859714,0.0
1,1,parameters/conv2d_4.weights,0.004979386703393834,0.002616447124936793,-0.23665902760875487,0.23665902760875487,-0.00540411925372812,0.9433678576801772,0.4811724254701932,-0.8186974202826546,0.0
2,2,parameters/conv2d_8.weights,0.0044194063312799105,0.002734896764430362,-0.21463078469276708,0.21463078469276708,-0.00418163707397245,0.9850690521138467,1.1098440287173807,-0.6843920078787711,0.0
3,3,parameters/conv2d_1.weights,0.047609561209504624,0.32554517795857546,-2.539034438268129,2.383984946081672,-0.03358094013094274,1.0561416679841746,1.0259530588675392,-0.6456639504717124,0.0
4,4,parameters/conv2d_2.weights,0.003385534628647092,0.002062487160348949,-0.21322972709150903,0.21322972709150903,-0.00598489344427222,1.054058674897428,1.1223953634727781,0.07977652361747019,0.0
5,5,parameters/conv2d_5.weights,0.0035174732303693444,0.002922488487898177,-0.17262144182153633,0.17262144182153633,-0.011425776784685744,1.0207284667067305,1.0137763944489073,-0.7135330225654974,0.06993514071445837
6,6,parameters/conv2d_6.weights,0.0034078754989322383,0.0024877666565356143,-0.18489680179723977,0.18489680179723977,-0.007602279196537016,1.017941488127867,1.321963440088357,0.06766468926686994,0.0
7,7,parameters/conv2d_3.weights,0.0031536370922733044,0.0025229436390765457,-0.19288396334693603,0.19288396334693603,-0.004974245946813661,1.0646510990379965,1.40374758643324,0.40071717203154766,0.06051274069412524
8,8,parameters/conv2d_7.weights,0.0026478078976398065,0.001978304348843288,-0.1735407700263244,0.1735407700263244,-0.005623543265088042,1.0559622722961006,1.246804320050088,0.5417695550375494,0.0
9,9,parameters/conv2d_9.weights,0.04742058286361707,0.4108139951038053,-2.8118640542827276,2.5530327109886604,-0.16869863295186532,1.0047465361480745,0.9626710670088949,-0.9684170045291073,0.03809633725970081
10,10,parameters/conv2d_10.weights,0.0027403112507916414,0.001744868995908094,-0.18709791690544283,0.18709791690544283,-0.007140506125866738,0.9680394627046432,1.5004982813692351,0.05466471032283468,0.030609429522900182
11,11,parameters/conv2d_11.weights,0.041125459618227965,0.3297368253349953,-3.155963227301498,2.540985077225289,-0.09961978721291301,0.9925610983932297,1.2188613041512384,0.3234336341230919,0.0
12,12,parameters/dense.weights,0.0026541779252489003,0.001589359621318555,-0.19532860720778875,0.19532860720778875,-0.0007283046124461242,1.0078488883270056,1.3785382310283842,0.8038571067334944,0.039566655463814354
13,13,parameters/dense_1.weights,0.004300667653879097,0.003301316019910144,-0.18264562564662168,0.18264562564662168,-0.004437242378835759,1.0460906108352186,0.3633005754652331,-1.4974575304263904,0.011368791654865337
14,14,parameters/dense_2.weights,0.023587526906319375,0.04103844919651271,-0.2237110382160206,0.2237110382160206,-0.10511747404904351,1.0114934923028018,1.3624012930394087,1.313169093865655,0.037486854159904374
