Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,parameters/conv2d.weights,0.05238484366099433,3.9421278357867844,-7.180287806073489,6.0262877257836,-0.06487830092735632,1.0580499111486317,0.4399968493338121,-1.352588875778396,0.06972838063289737
1,parameters/conv2d_4.weights,0.030542753224010687,1.9074250111821192,-4.930260951606953,5.0178310220054385,0.025763989066904056,1.036359037210358,0.9247068167430913,-0.7835745107279657,0.0
2,parameters/conv2d_8.weights,0.04155331668354601,2.3463412834017365,-6.529343910371869,6.573064915619329,0.053801957097934235,1.0471507331044239,0.7929352898498914,-1.034508132598226,0.05434812922369139
3,parameters/conv2d_1.weights,0.022496385797143904,1.0469024969154823,-6.100605967073701,4.71407346871738,-0.18593761747542004,0.9877799411966994,1.6729704660064462,0.6748317446127263,0.04036486579414747
4,parameters/conv2d_2.weights,0.025180826465535797,1.0636706397162903,-6.696809044846392,6.212465579450159,-0.19703025209582015,0.9752302365336423,2.019420734343593,1.9036577240142272,0.019578960026518273
5,parameters/conv2d_5.weights,0.018179142318032283,0.6430137199716506,-3.260270078373283,4.009422119771151,-0.043627456015327866,0.9632320905577462,1.448703736889556,0.12753397681139572,0.0
6,parameters/conv2d_6.weights,0.01511890879361426,0.6062823201170258,-3.928656852219466,4.601601562971255,-0.038226016898972745,1.0219781464008846,1.4936708404539987,1.4654164548943376,0.08082442090309314
7,parameters/conv2d_3.weights,0.023056998107446384,1.1915425508888855,-7.220508613115391,5.375550407821893,-0.18859528992396618,1.0328910030567031,1.8928084455983691,2.2101378374353025,0.10184220113953167
8,parameters/conv2d_7.weights,0.015676022918418523,0.7282103657849284,-4.32188780630833,5.986570741039774,-0.05548953312862712,1.066670223203534,1.9364957137121912,2.0240947032344616,0.004907365840723854
9,parameters/conv2d_9.weights,0.024066181531439402,1.1915692421562853,-5.015584531484889,5.171194167538402,-0.16945094168167957,1.0589790927588278,1.5196445200070585,0.5330861834698782,0.0
10,parameters/conv2d_10.weights,0.01805576509429615,0.8606293986725742,-3.983664203433613,6.076527690085148,-0.09467746767090396,1.0164685958915751,1.9990058243053512,1.4120624621387015,0.08346277344418493
11,parameters/conv2d_11.weights,0.017735876277946965,0.7642992821652372,-4.543870262381214,5.30587820514676,-0.07233200468405379,0.9682313425072872,2.047493621920494,2.0117403811057506,0.07028664242570885
12,parameters/dense.weights,0.03482986978336726,1.3067829134419087,-7.371673196425299,7.590162293072837,0.006611723612738206,0.9514068777953006,1.2353248143030775,0.3302537326020102,0.005361317221648444
13,parameters/dense_1.weights,0.05545192347819919,5.553474472209915,-8.978667835123645,7.520955247978601,0.010667325246577604,0.9683876175979994,0.6937435988115997,-1.3813983167191881,0.0
14,parameters/dense_2.weights,0.10339250257184365,9.32658902051595,-7.5505647013754755,4.743129484980138,-0.8592826771213111,0.932756881960651,1.2024132364404818,0.59288083978136,0.0
