Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,parameters/conv2d.weights,0.576668801298338,0.6365271160551338,-2.550774750428959,2.550774750428959,-0.010251712047030655,1.0121301437511216,0.6553583549443371,-1.5914498623316835,0.0
1,parameters/conv2d_4.weights,0.4634981622413611,0.41957800219277563,-2.429165343244048,2.429165343244048,-0.013127007347713743,0.9929445758678163,0.6736585661462374,-1.2395173815946943,0.059327561090172204
2,parameters/conv2d_8.weights,0.46368323538333095,0.42123372974008017,-2.753031401269907,2.753031401269907,-0.026735546779839553,0.9720187745730278,0.7424671367009825,-0.6324990728482573,0.07940152710450868
3,parameters/conv2d_1.weights,0.41264154340615905,0.3117832526032028,-2.439529036309358,2.439529036309358,-0.0622188410894414,0.9889617249288305,1.0399242517937926,-0.46989698710422084,0.03941924313138647
4,parameters/conv2d_2.weights,0.01071616141202114,0.0003921001441328677,-0.09517620383088986,0.1200244094579304,-0.0018099662230203829,0.9942522112597207,1.5196731232986975,1.3085851968859075,0.0
5,parameters/conv2d_5.weights,0.2989641541390083,0.30928811080958424,-2.2069583158374955,2.2069583158374955,-0.06431060841998036,0.9316045234555186,0.8066627999526041,-0.5183482892273605,0.0
6,parameters/conv2d_6.weights,0.2570855137303881,0.2132457267439322,-2.272538745825392,2.272538745825392,-0.043168237556677064,0.9682788032258778,1.3496280378045322,0.6155586996494148,0.0
7,parameters/conv2d_3.weights,0.26889416534667576,0.18059103954701794,-2.5040364674605624,2.5040364674605624,-0.059250770267192866,0.952079375859255,2.1479723948991465,2.345704904330934,0.0
8,parameters/conv2d_7.weights,0.26427509578983166,0.14064782962364783,-2.443209865732105,2.443209865732105,-0.04393905717612725,0.9622030676766171,1.4392795801878149,0.9881231509660157,0.02960463106117568
9,parameters/conv2d_9.weights,0.01671180713332515,0.0006234512490019542,-0.13703012172195458,0.09984656424708574,-0.003672873229339973,0.9663258155521295,1.182020123771625,0.004818537084736341,0.08998457774618668
10,parameters/conv2d_10.weights,0.2455161432958913,0.2256558705716111,-2.215741732918291,2.215741732918291,-0.07999431600210519,1.014761544213633,1.444761570942389,0.9532827606966517,0.09569532385443565
11,parameters/conv2d_11.weights,0.24573018725532852,0.2153460157733302,-2.3596129574118936,2.3596129574118936,-0.08436420239219287,1.050985349171022,1.8528332184402567,1.8525715682065274,0.07771218551895696
12,parameters/dense.weights,0.4133602927494697,0.22204742470310118,-2.716928585150503,2.716928585150503,-0.008874214127376908,0.9512056309428485,0.8597314119406269,-0.9095517867568497,0.0
13,parameters/dense_1.weights,0.6550004658328625,0.6405187801197846,-2.7079223643000634,2.7079223643000634,-0.0014088976692301018,1.0035328899125475,0.2175017626426736,-1.7059547785367086,0.058132276387606804
14,parameters/dense_2.weights,1.2891319785767155,1.8382715693529408,-2.4056701729020995,2.4056701729020995,0.17034295285665355,0.9379750429316243,0.7709479526206182,0.289038185355651,0.023761386507435173
