Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
20,gradients/encoder.roberta.encoder.layer.10.output.LayerNorm.weight,5.399828512876176e-09,6.299908537977194e-09,6.410980754189994e-18,9.706055207555868e-10,9.437899051944162e-09,2.531991460133701e-09,0.0,-1.4298558171395468,18.14517427949631
21,gradients/encoder.roberta.encoder.layer.10.output.LayerNorm.bias,1.4514737711607336e-07,3.4772963598081275e-07,5.021008931897035e-14,1.0605619540345238e-07,9.662167058536208e-07,2.240760793100646e-07,0.021363636878572772,-0.029722567629588137,0.22672048076430867
22,gradients/encoder.roberta.encoder.layer.10.output.dense.bias,1.6005604286918787e-07,2.3498100022633626e-07,4.308191435871326e-15,1.0890896844647549e-07,3.8079265499091944e-07,6.563681463836683e-08,0.047128224984757265,-0.18454716675005728,0.5652650381433805
23,gradients/encoder.roberta.encoder.layer.10.output.dense.weight,6.591283855725496e-09,5.273839422851637e-09,7.07539997352081e-18,9.158617092099406e-10,9.044955631932611e-09,2.659962400772012e-09,0.0,-1.2324500587046616,86.98138478772128
24,gradients/encoder.roberta.encoder.layer.10.intermediate.dense.bias,8.412402328968597e-07,9.545880309017101e-07,6.813807007699064e-14,1.0863903105054179e-07,9.992992511796242e-07,2.610326992485629e-07,0.0,0.38833188255296236,26.17304761519258
25,gradients/encoder.roberta.encoder.layer.10.intermediate.dense.weight,1.5234876811139694e-07,1.3579650903241272e-07,6.043278427774224e-14,1.126456475894465e-07,9.906705967689214e-07,2.458308041677085e-07,0.0018463648473305513,-0.40918685609690597,80.2028222965046
26,gradients/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.weight,2.911060476737921e-05,5.930371465914381e-05,2.0573461353778195e-10,9.586292601654607e-06,6.0845890530617995e-05,1.4343451939396666e-05,0.0,-0.25468749569585153,3.5386910781077985
27,gradients/encoder.roberta.encoder.layer.10.attention.output.LayerNorm.bias,1.0675327517073526e-07,2.932253683907853e-07,4.376848654800754e-15,9.374839183158435e-08,3.244316516115585e-07,6.615775581744557e-08,0.09692333360650446,-0.14934512547003637,0.1227730683391607
28,gradients/encoder.roberta.encoder.layer.10.attention.output.dense.bias,7.50757673776811e-05,6.851984015794242e-05,4.985640294130232e-10,9.958825507381655e-06,7.888272887377807e-05,2.2328547409382072e-05,0.0,-0.02050196716496106,0.12232374041277788
29,gradients/encoder.roberta.encoder.layer.10.attention.output.dense.weight,2.0025459717907393e-08,4.156355296301042e-08,2.373356084339817e-16,8.910591211437583e-09,5.75229605444472e-08,1.54057005174702e-08,0.0,-0.2486719843297041,8.413660458725468
30,gradients/encoder.roberta.encoder.layer.10.attention.self.value.bias,4.480705604729384e-08,3.3346772309424114e-08,1.953661303864179e-16,9.705663076589198e-09,5.515504424673187e-08,1.3977343466711324e-08,0.026532295677621654,0.4328746048876082,1.1631581848239314
31,gradients/encoder.roberta.encoder.layer.10.attention.self.value.weight,1.6364658004358378e-07,1.215822223498204e-07,1.0530917106223978e-14,1.1007699162759659e-07,5.098046124010628e-07,1.0262025680256303e-07,0.06806414588809144,1.4351813687617336,199.5186519186868
32,gradients/encoder.roberta.encoder.layer.10.attention.self.key.bias,8.835263077227854e-07,1.2415369321731317e-06,1.2640631208849605e-13,8.6803083097116e-07,1.933402638440283e-06,3.5553665364979757e-07,0.0,2.125262536560757,31.34603539583197
33,gradients/encoder.roberta.encoder.layer.10.attention.self.key.weight,2.532317714841792e-07,3.3520546488932224e-07,7.579879473414151e-15,9.698662479809183e-08,4.0097172562474946e-07,8.706250325722411e-08,0.09228018347759957,0.8399838851120556,119.57723280166636
34,gradients/encoder.roberta.encoder.layer.10.attention.self.query.bias,2.3435925844515207e-06,1.7382520966713124e-06,1.5007002438378998e-13,1.0525960017804247e-06,2.4458766237249384e-06,3.873887251634848e-07,0.08958407368761823,0.5386480693925245,2.8061687521331184
35,gradients/encoder.roberta.encoder.layer.10.attention.self.query.weight,3.3836589475418936e-05,2.0138120097916596e-05,6.105219095494974e-11,1.177299966800156e-05,4.660653305692986e-05,7.813590145058143e-06,0.0,2.052166159856808,139.06169382097912
36,gradients/encoder.roberta.encoder.layer.9.output.LayerNorm.weight,1.90247130023765e-08,1.2965833204778993e-08,1.4185098262274743e-17,1.0564956541026115e-08,2.3765283952817038e-08,3.76631096197257e-09,0.04798299012400905,-0.5440067219940498,8.374148208657921
37,gradients/encoder.roberta.encoder.layer.9.output.LayerNorm.bias,1.333488595122723e-07,1.092273606326772e-07,1.5279320977759636e-15,1.0271692832017703e-07,2.6201843904541655e-07,3.908877201673089e-08,0.0,-0.1269207955026245,0.3828880514881534
38,gradients/encoder.roberta.encoder.layer.9.output.dense.bias,1.7028036402580122e-08,1.389254366278079e-08,8.929840148315816e-18,1.1349920503140908e-08,2.367278842451166e-08,2.9882838132138342e-09,0.0,0.01870882037297853,0.07265269050885798
39,gradients/encoder.roberta.encoder.layer.9.output.dense.weight,4.922806464173291e-07,1.4170335472732808e-07,4.6667369683374796e-14,8.922086169506282e-08,7.311376234429909e-07,2.1602631710829768e-07,0.0,0.1308417625070184,36.308055204270346
40,gradients/encoder.roberta.encoder.layer.9.intermediate.dense.bias,6.468783563781664e-09,2.3532382149018803e-09,5.477868477419007e-18,1.0061519460126822e-09,8.306600824888015e-09,2.3404846672044245e-09,0.0,-0.17636755770089108,7.032622605992663
41,gradients/encoder.roberta.encoder.layer.9.intermediate.dense.weight,2.8595302546772027e-07,3.9263930644449856e-07,9.126798815711184e-15,1.1277002914516081e-07,4.871916461221362e-07,9.553428084049824e-08,0.0,0.8365878296328007,56.217908468017605
42,gradients/encoder.roberta.encoder.layer.9.attention.output.LayerNorm.weight,3.257905061513581e-06,1.4102003145883617e-06,1.6741202069536723e-12,9.442014741816326e-07,5.292340830541524e-06,1.2938779722035894e-06,0.09526183243597303,-1.1548027902602165,8.018019332724709
43,gradients/encoder.roberta.encoder.layer.9.attention.output.LayerNorm.bias,1.1799969644709182e-08,2.312858809638936e-08,8.737318674580593e-17,1.104707910627628e-08,4.8558071064534365e-08,9.34736255559855e-09,0.0,-0.14065007377409272,-0.14221757041013192
44,gradients/encoder.roberta.encoder.layer.9.attention.output.dense.bias,4.885084635658801e-08,5.505775358275418e-08,2.4420105893251146e-16,1.0555520913451755e-08,6.694661893146386e-08,1.5626933766177915e-08,0.0,0.2938906903662295,-0.5622311741968303
45,gradients/encoder.roberta.encoder.layer.9.attention.output.dense.weight,3.892376662677763e-07,1.8542118374726092e-07,2.893506977036789e-14,9.9907393785704e-08,7.701816296023818e-07,1.701031151107113e-07,0.03641023128535027,0.11320392771259288,6.47429089802013
46,gradients/encoder.roberta.encoder.layer.9.attention.self.value.bias,3.47210715326727e-07,2.4540628658942074e-07,8.288431932581347e-15,8.343094943016014e-08,3.508163408058194e-07,9.104082563653162e-08,0.0743817561895535,-0.008724928761625686,0.6079990957930042
47,gradients/encoder.roberta.encoder.layer.9.attention.self.value.weight,1.3177460056533401e-08,1.4656107122447773e-08,1.5674036311058938e-17,1.0377582075366908e-08,2.538493932622026e-08,3.959044873584908e-09,0.0,0.6779428304338899,319.1924879083154
48,gradients/encoder.roberta.encoder.layer.9.attention.self.key.bias,4.8375035282792155e-09,1.477670596695044e-09,1.046750376810482e-18,1.0451590305246178e-09,4.905528578966663e-09,1.023108194088231e-09,0.06686012092006098,2.112935034239632,21.494030284342124
49,gradients/encoder.roberta.encoder.layer.9.attention.self.key.weight,1.2866149665129854e-06,2.3509425896486223e-06,3.797421744540517e-13,9.212140190958909e-07,3.0594673176402434e-06,6.162322406804529e-07,0.0,-2.9801117700178534,913.3951145840364
50,gradients/encoder.roberta.encoder.layer.9.attention.self.query.bias,1.999530120411775e-07,2.823835011981719e-07,4.152240908672881e-14,8.71118466138562e-08,6.903993999138168e-07,2.0377048139200344e-07,0.0,-0.3326923216616298,16.57011452520619
51,gradients/encoder.roberta.encoder.layer.9.attention.self.query.weight,2.442998309510064e-08,3.962011699187531e-08,2.596857860878516e-16,9.4463130578299e-09,6.135928578043129e-08,1.6114769191268353e-08,0.0,-1.4581355855004816,89.02148829046729
52,gradients/encoder.roberta.encoder.layer.8.output.LayerNorm.weight,1.2795209715641878e-07,1.0838373067839741e-07,8.587515240048235e-15,9.09266674466562e-08,3.6638341482679937e-07,9.266884719283088e-08,0.0,-5.847730415926364,97.1323601623774
53,gradients/encoder.roberta.encoder.layer.8.output.LayerNorm.bias,6.04883924340565e-06,4.970522867441762e-06,2.8194097267059363e-12,1.06815671493752e-06,7.619722095862727e-06,1.6791098018610742e-06,0.003165356143093173,-0.019213177291164243,-0.046557883999935046
54,gradients/encoder.roberta.encoder.layer.8.output.dense.bias,9.04128563392251e-07,2.123461035259424e-07,5.771533694447746e-14,1.1006990187817809e-07,9.329056722979298e-07,2.4024016513580215e-07,0.0,-0.25446171853100663,0.4741028750204803
55,gradients/encoder.roberta.encoder.layer.8.output.dense.weight,5.029054129402254e-08,6.88514623025769e-08,2.8928844141743553e-16,1.0408273858361984e-08,7.983235397744381e-08,1.7008481455363252e-08,0.0256310162242541,-0.2310406288045536,26.51417949194122
56,gradients/encoder.roberta.encoder.layer.8.intermediate.dense.bias,1.9171231403589558e-08,1.7250521148244493e-08,2.1273719299201737e-17,8.697351309454183e-09,2.1555447484057108e-08,4.612344230345536e-09,0.01607496509138335,-0.9846025890912395,14.983704630381093
57,gradients/encoder.roberta.encoder.layer.8.intermediate.dense.weight,3.67794319535075e-06,3.280285270487589e-06,5.3138394357573154e-12,8.700298478914541e-07,7.26422282289678e-06,2.305176660422649e-06,0.0,-0.34323994409691505,50.624019207510756
58,gradients/encoder.roberta.encoder.layer.8.attention.output.LayerNorm.weight,2.4771650172358714e-06,1.5501880475939591e-06,4.1174137340358565e-13,8.601166699770556e-07,2.657686760661755e-06,6.416707671412075e-07,0.0,0.6089898732752181,6.635590197891882
59,gradients/encoder.roberta.encoder.layer.8.attention.output.LayerNorm.bias,5.868412383678753e-07,3.5648721715807985e-07,4.677400513000687e-14,9.300971512706563e-08,8.797313778880557e-07,2.1627298751810607e-07,0.00826658632624626,0.16392600674644556,-0.34561144548970113
60,gradients/encoder.roberta.encoder.layer.8.attention.output.dense.bias,6.470992133951248e-07,1.9562252819722078e-07,4.1918487460924845e-14,8.810914933806378e-08,7.969501851680832e-07,2.0474004850279008e-07,0.0,-0.29063839887063847,0.47995738235865465
61,gradients/encoder.roberta.encoder.layer.8.attention.output.dense.weight,5.205189962520235e-06,5.826635412305659e-06,2.8363988389221e-12,1.0599785237545172e-06,6.4966159656099425e-06,1.684161167739626e-06,0.08161024037306812,0.22743216052891463,9.884272447066651
62,gradients/encoder.roberta.encoder.layer.8.attention.self.value.bias,1.2431264258425895e-08,1.635032961911415e-08,1.0124565662791178e-17,8.538855691864677e-09,1.833632130187963e-08,3.1819122650995862e-09,0.08659132487444043,-1.250170568807688,10.399213690170198
63,gradients/encoder.roberta.encoder.layer.8.attention.self.value.weight,5.361849409140974e-06,4.426892424007611e-06,2.8233444175654878e-12,1.07144616181367e-06,7.2540426955115155e-06,1.680281053147207e-06,0.0,-0.536186474326658,36.49683585846926
64,gradients/encoder.roberta.encoder.layer.8.attention.self.key.bias,3.053718895443068e-08,3.369541009505044e-08,2.34847202106825e-16,9.835854459094002e-09,6.14792655326368e-08,1.532472518862328e-08,0.0,-2.2142531856130763,23.53893947362317
65,gradients/encoder.roberta.encoder.layer.8.attention.self.key.weight,1.249641817927967e-07,6.590335559752594e-07,2.666313943633081e-14,1.1363872617657798e-07,7.390026500471789e-07,1.6328851593523294e-07,0.04303368027151101,-0.31703767121858367,59.20541802801431
66,gradients/encoder.roberta.encoder.layer.8.attention.self.query.bias,1.7333805383981008e-07,4.1055157162098147e-07,4.14547169947305e-14,8.794718358833217e-08,6.477439977028282e-07,2.0360431477434482e-07,0.0,-0.4594535827243693,5.55002106286329
67,gradients/encoder.roberta.encoder.layer.8.attention.self.query.weight,4.320944068249246e-06,1.7656927814739307e-06,5.948979567334476e-12,9.08611838845366e-07,8.477454415251738e-06,2.439053006257649e-06,0.0533392084064578,0.0033925636601983278,22.064161718143115
68,gradients/encoder.roberta.encoder.layer.7.output.LayerNorm.weight,5.0277245116294735e-08,5.590999586005445e-08,5.195249033331382e-16,9.932253236550751e-09,8.769253185454845e-08,2.2793088937946485e-08,0.076600354264801,0.3209934721209223,6.925933951221925
69,gradients/encoder.roberta.encoder.layer.7.output.LayerNorm.bias,1.1087540147775855e-07,1.1117021790042598e-07,1.4366251746006093e-18,1.0935504026474587e-07,1.1391385582432605e-07,1.1985929978940348e-09,0.0,0.16973005805097977,0.05727778851218719
70,gradients/encoder.roberta.encoder.layer.7.output.dense.bias,4.217937417832351e-07,2.625476311803701e-07,2.9362849289160283e-14,1.0540622914693436e-07,8.050412591365905e-07,1.7135591407698854e-07,0.0733075378377368,0.05001001957451799,-0.15594551229770837
71,gradients/encoder.roberta.encoder.layer.7.output.dense.weight,5.033593295602894e-08,2.6771165438610523e-08,1.4356558838745345e-16,1.1313301312408186e-08,5.396816985153712e-08,1.1981885844367466e-08,0.026372874110614574,-0.5745799168764187,43.72314674656052
72,gradients/encoder.roberta.encoder.layer.7.intermediate.dense.bias,2.2850462671006135e-09,1.1139440952753967e-09,2.322510039014081e-19,8.996437298616282e-10,2.3411642014196474e-09,4.819242719571282e-10,0.0,-1.3546487349061265,14.733377164399949
73,gradients/encoder.roberta.encoder.layer.7.intermediate.dense.weight,1.2107151254897836e-05,4.4696331120198216e-05,2.3066236494292864e-10,8.906069652875565e-06,5.662893356365307e-05,1.5187572713996423e-05,0.0,-1.7878340044758696,75.41795270835519
74,gradients/encoder.roberta.encoder.layer.7.attention.output.LayerNorm.weight,9.982418929447829e-09,1.024611263305299e-08,7.579037760347181e-19,8.640654764388752e-09,1.1482972319044959e-08,8.705766916445199e-10,0.0,1.5164051918863892,18.959915999421213
75,gradients/encoder.roberta.encoder.layer.7.attention.output.LayerNorm.bias,2.5099197444313377e-07,3.120731408867053e-07,1.5975446499198477e-14,9.69165981538572e-08,4.813716323896798e-07,1.2639401290883393e-07,0.0,-0.10784109574483045,2.7147924211267886
76,gradients/encoder.roberta.encoder.layer.7.attention.output.dense.bias,2.091799116028275e-06,3.4654756480694896e-06,7.951005913397676e-13,1.095387190907648e-06,4.775651380601647e-06,8.916841320443957e-07,0.03582226771038974,0.6510265313124233,6.856388687957251
77,gradients/encoder.roberta.encoder.layer.7.attention.output.dense.weight,1.0867072729585351e-08,2.1687232953643894e-08,2.8785529533226054e-16,9.36261489271425e-09,6.488587489795991e-08,1.696629881064991e-08,0.0,0.05632794507454616,28.179696436818052
78,gradients/encoder.roberta.encoder.layer.7.attention.self.value.bias,1.990765514696899e-09,4.96455500316374e-09,4.536897484969059e-18,8.710847462292899e-10,7.142237048317573e-09,2.1299994096170674e-09,0.0,-0.9084962620524117,4.568709273737694
79,gradients/encoder.roberta.encoder.layer.7.attention.self.value.weight,7.396705936920094e-08,4.0604418376122226e-08,4.24582790000705e-16,1.0004003497312676e-08,8.704751763347319e-08,2.060540681473445e-08,0.0,-5.471444917856184,720.2476059485235
80,gradients/encoder.roberta.encoder.layer.7.attention.self.key.bias,9.206798373544944e-09,9.33733644042215e-09,8.843725066378093e-20,9.11558799695174e-09,1.0182269597977492e-08,2.973840121186425e-10,0.0,0.08681407629084523,4.2617066816492235
81,gradients/encoder.roberta.encoder.layer.7.attention.self.key.weight,6.636582778094784e-07,3.2853923351712433e-07,5.084197050432739e-14,8.769988992046659e-08,7.922847870895537e-07,2.254816411691369e-07,0.04992950420944873,0.22966252915110047,45.80006567780576
82,gradients/encoder.roberta.encoder.layer.7.attention.self.query.bias,3.650601164751929e-07,4.537011100439692e-07,2.5300058187593965e-14,1.106308310817648e-07,7.320818426288946e-07,1.5905992011689796e-07,0.030115708226791674,0.04464471469190677,4.921638773557162
83,gradients/encoder.roberta.encoder.layer.7.attention.self.query.weight,2.108748750572888e-05,1.625136585381961e-05,1.1392150285380437e-11,1.0064885414270741e-05,2.2756892946341032e-05,3.3752259606403303e-06,0.0,0.8665274319688326,326.082269012533
84,gradients/encoder.roberta.encoder.layer.6.output.LayerNorm.weight,2.0111591378506782e-07,2.2045388054863395e-07,3.7334496566746515e-15,8.707358274480935e-08,2.976258853013672e-07,6.110196115244297e-08,0.05129902487884608,4.188773221349093,63.51654463304637
85,gradients/encoder.roberta.encoder.layer.6.output.LayerNorm.bias,1.735396572151382e-06,2.191298859353558e-06,1.8545346547932552e-12,9.575917121787567e-07,5.488160767899881e-06,1.3618130028727347e-06,0.035684197731594994,0.19102181082331615,0.4339812299074975
86,gradients/encoder.roberta.encoder.layer.6.output.dense.bias,2.5801664369742108e-08,2.8416280734284707e-08,3.8465760794425356e-17,1.0901136561940684e-08,3.7788757037956917e-08,6.202077135478514e-09,0.02793052097019293,0.1283398236851537,1.3301857452193295
87,gradients/encoder.roberta.encoder.layer.6.output.dense.weight,7.065673219349674e-09,5.1069755658760075e-09,4.4467584809131456e-18,8.746099603298612e-10,7.959097378116022e-09,2.1087338572975834e-09,0.0,0.5793346924752816,100.44142486212996
88,gradients/encoder.roberta.encoder.layer.6.intermediate.dense.bias,2.3087594803643533e-08,2.7921799043718423e-08,1.188356808248293e-16,9.44654955452569e-09,4.504997819283503e-08,1.0901177955837125e-08,0.08936122070814469,-3.686786449551822,48.95520442174981
89,gradients/encoder.roberta.encoder.layer.6.intermediate.dense.weight,2.23188510314575e-06,2.979783401413664e-06,2.1216802948771074e-12,9.571324967715016e-07,6.152800856970562e-06,1.4565988791967086e-06,0.07394471483482107,-1.565168017965454,77.17374782525279
90,gradients/encoder.roberta.encoder.layer.6.attention.output.LayerNorm.weight,3.312241012406888e-06,4.236708612095048e-06,2.1474973792845993e-12,9.665881900273271e-07,5.893908514816241e-06,1.4654341947984562e-06,0.0,7.583874121734635,116.47474590969011
91,gradients/encoder.roberta.encoder.layer.6.attention.output.LayerNorm.bias,2.2339407042702206e-08,1.0417939561427999e-08,5.185135402824298e-17,9.29024936445048e-09,3.121873470232245e-08,7.2007884310152436e-09,0.0,-0.027621276210633983,0.024998126068899798
92,gradients/encoder.roberta.encoder.layer.6.attention.output.dense.bias,1.1152223655599065e-07,1.7669580825367575e-07,6.590702661725525e-16,1.0402359127925008e-07,2.0382218931487574e-07,2.5672363860239915e-08,0.06487740725074308,0.07856055063650444,1.403055744880937
93,gradients/encoder.roberta.encoder.layer.6.attention.output.dense.weight,6.60069607713539e-07,5.861474265459217e-07,3.899071954449096e-14,9.575620585806509e-08,8.01663377208325e-07,1.9746067847673107e-07,0.05311250874497734,-0.2846881596088572,28.088487029822048
94,gradients/encoder.roberta.encoder.layer.6.attention.self.value.bias,2.014449212961027e-07,8.366923523067583e-07,5.5795448472119543e-14,9.459505251560063e-08,8.755549851127187e-07,2.3621060194690579e-07,0.022155853889100838,-0.18007178291741682,0.34139480821839474
95,gradients/encoder.roberta.encoder.layer.6.attention.self.value.weight,5.734433014312142e-07,4.850141270221532e-07,4.412135066496493e-14,9.080284046054262e-08,6.891957363375196e-07,2.1005082876524182e-07,0.0,0.8301312574041992,734.2974867522023
96,gradients/encoder.roberta.encoder.layer.6.attention.self.key.bias,2.5764294229552092e-08,2.501021447234146e-08,2.994537882975809e-17,8.685569275608537e-09,2.5977538657694198e-08,5.472237095535799e-09,0.0,-4.279195167284945,120.47487642513433
97,gradients/encoder.roberta.encoder.layer.6.attention.self.key.weight,5.13842405839258e-05,1.0617117396222699e-05,2.0500568302745766e-10,9.047277967185742e-06,5.529250330570902e-05,1.4318019521828352e-05,0.0,-0.5151300584100275,205.81919414265133
98,gradients/encoder.roberta.encoder.layer.6.attention.self.query.bias,4.818243312977064e-05,7.975371239839297e-05,7.134117289162614e-10,9.578895735621794e-06,9.098416794835493e-05,2.6709768417495898e-05,0.0,0.6119940259538077,8.39613776296629
99,gradients/encoder.roberta.encoder.layer.6.attention.self.query.weight,1.98120261995604e-06,1.4604259155498234e-06,2.0563141204975587e-12,8.867114982805784e-07,5.645185714236176e-06,1.4339853975886775e-06,0.0,7.331948633656587,1463.128753637524
100,gradients/encoder.roberta.encoder.layer.5.output.LayerNorm.weight,1.134277938989153e-07,1.2604611979817053e-07,2.4621767022273607e-16,9.568283717599807e-08,1.5196415821175627e-07,1.5691324680304595e-08,0.0,0.001295508186472616,129.39711666010786
101,gradients/encoder.roberta.encoder.layer.5.output.LayerNorm.bias,2.4257438755025813e-07,1.2018906926331703e-07,2.795117920056284e-14,1.0587033063167025e-07,6.926850848422865e-07,1.6718606162166404e-07,0.0,0.4660845223805056,0.2955519401975508
102,gradients/encoder.roberta.encoder.layer.5.output.dense.bias,8.57491758600561e-06,1.043697742858095e-05,4.959515154181442e-12,1.106297686387036e-06,1.0456293486417572e-05,2.2269968913722e-06,0.0,0.2970628375200669,0.42821398313592995
103,gradients/encoder.roberta.encoder.layer.5.output.dense.weight,6.48480304297616e-07,7.166189504630425e-07,2.7419565030652785e-14,1.0927967821601349e-07,7.264420341096592e-07,1.6558854136277907e-07,0.030837056641852722,-0.29544871277124585,47.61764069649547
104,gradients/encoder.roberta.encoder.layer.5.intermediate.dense.bias,1.0559860128162411e-07,1.5037340368575795e-07,3.988488498672947e-15,8.533853081425633e-08,2.6873054812125237e-07,6.315448122400301e-08,0.0,-1.6207158413924525,19.806268586900543
105,gradients/encoder.roberta.encoder.layer.5.intermediate.dense.weight,1.089639889515324e-08,1.0049460174186369e-08,2.695455075591879e-19,9.40244149013952e-09,1.0914969119904984e-08,5.191777225182024e-10,0.0,-13.652913482165397,3962.5779950688357
106,gradients/encoder.roberta.encoder.layer.5.attention.output.LayerNorm.weight,1.497398767092881e-08,3.627334014521792e-08,3.5933918440131915e-16,9.17090461066976e-09,7.407436067519667e-08,1.895624394233518e-08,0.0,1.6464835519996104,26.008842705119303
107,gradients/encoder.roberta.encoder.layer.5.attention.output.LayerNorm.bias,2.4261633812093983e-07,1.3136919597243674e-07,1.5695722439560721e-15,9.743513533887575e-08,2.4390991163188617e-07,3.961782735027342e-08,0.0,-0.018248244774493938,0.4101656233826865
108,gradients/encoder.roberta.encoder.layer.5.attention.output.dense.bias,1.4261947312588433e-07,1.5214413101300414e-07,3.9021089571925584e-15,1.0437018199023199e-07,3.210456340479471e-07,6.246686287298698e-08,0.0044992031254404135,0.32742358626715296,0.13485133362353083
109,gradients/encoder.roberta.encoder.layer.5.attention.output.dense.weight,8.297330819909453e-07,8.662704740310006e-07,6.649341650886075e-14,9.528057605358777e-08,9.263104877473595e-07,2.5786317400679917e-07,0.0,-0.05550309051675163,7.007075144343558
