Unnamed: 0,layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis
67,gradients/encoder.roberta.encoder.layer.8.attention.self.query.weight,4.238307392292585e-06,1.7319244706795726e-06,5.5142094831743255e-12,8.912349274780606e-07,8.315325805766085e-06,2.3482353977347166e-06,0.0,-0.18738392730716733,21.899319743397704
68,gradients/encoder.roberta.encoder.layer.7.output.LayerNorm.weight,5.534283382917596e-08,6.154310171760149e-08,5.95986891150333e-16,1.0932958620709588e-08,9.652782699728908e-08,2.4412842750288895e-08,0.0,0.16828068708968139,6.75957102573791
69,gradients/encoder.roberta.encoder.layer.7.output.LayerNorm.bias,9.516885937549504e-08,9.542191228260038e-08,1.4558394254999942e-18,9.386387160947382e-08,9.77768881228394e-08,1.2065817110747179e-09,0.0,0.02205104908683416,0.21622051805509307
70,gradients/encoder.roberta.encoder.layer.7.output.dense.bias,3.90225109292659e-07,2.428975774717404e-07,3.919565644678062e-14,9.751722990268507e-08,7.447889387916046e-07,1.9797892930001572e-07,0.0,0.09281697711098591,0.06511623266122213
71,gradients/encoder.roberta.encoder.layer.7.output.dense.weight,4.4005026260358404e-08,2.3404072775914518e-08,1.2879212060037473e-16,9.890392252762265e-09,4.7180425435144836e-08,1.1348661621547047e-08,0.05170985235468502,-0.739711796526094,43.879188484867726
72,gradients/encoder.roberta.encoder.layer.7.intermediate.dense.bias,2.6730750600002117e-09,1.303105421621668e-09,2.3521025273120783e-19,1.0524142341459203e-09,2.7387225056588404e-09,4.849847963918125e-10,0.0,-1.6910630203522765,14.865935386990152
73,gradients/encoder.roberta.encoder.layer.7.intermediate.dense.weight,1.318352279480287e-05,4.8670004013438954e-05,2.604588018389788e-10,9.697852930786553e-06,6.166345994725888e-05,1.6138736066959483e-05,0.07512970385030505,-2.131919256251303,76.15657935231577
74,gradients/encoder.roberta.encoder.layer.7.attention.output.LayerNorm.weight,1.0599294783239192e-08,1.0879283763540366e-08,9.488058013107009e-19,9.174614651543433e-09,1.219257671487703e-08,9.740666308372853e-10,0.0,1.251394096473193,18.47808820239045
75,gradients/encoder.roberta.encoder.layer.7.attention.output.LayerNorm.bias,2.3916746935837013e-07,2.973710355727002e-07,1.4081644125048605e-14,9.235075173501914e-08,4.586936908838555e-07,1.1866610352180864e-07,0.025017350009591568,-0.32878789782380846,2.3286434444242428
76,gradients/encoder.roberta.encoder.layer.7.attention.output.dense.bias,1.8214094484832977e-06,3.017522113149811e-06,9.717025992961425e-13,9.537954978463614e-07,4.158342204391947e-06,9.85749765050006e-07,0.0981379116968847,0.5033280442699941,7.125294277469316
77,gradients/encoder.roberta.encoder.layer.7.attention.output.dense.weight,1.2201755320123483e-08,2.435083638949555e-08,2.4110976214434076e-16,1.051252153364418e-08,7.285509068892176e-08,1.552770949445992e-08,0.06895258990799794,-0.11281021909133479,28.068157201609537
78,gradients/encoder.roberta.encoder.layer.7.attention.self.value.bias,2.3147338916072265e-09,5.77246473164921e-09,3.611293524654909e-18,1.0128412259873864e-09,8.304533123355096e-09,1.9003403707375435e-09,0.0,-0.798194652592563,4.63110536915738
79,gradients/encoder.roberta.encoder.layer.7.attention.self.value.weight,7.9458605991228e-08,4.361901782720726e-08,4.715280744490629e-16,1.0746732113009e-08,9.351019852808485e-08,2.1714697199110628e-08,0.08608644744768872,-5.527053889091207,720.0236199117452
80,gradients/encoder.roberta.encoder.layer.7.attention.self.key.bias,1.0459049257414598e-08,1.060734229219632e-08,1.3299192925495413e-19,1.0355433018319278e-08,1.1567197950541915e-08,3.6468058524543653e-10,0.03567742991017627,-0.10067947455959704,4.848030699199419
81,gradients/encoder.roberta.encoder.layer.7.attention.self.key.weight,8.18181376372959e-07,4.050347765702481e-07,5.316048960544417e-14,1.0811952331811862e-07,9.76756682249025e-07,2.305655863424639e-07,0.027437946719289997,0.0752394140214635,45.483858519214785
82,gradients/encoder.roberta.encoder.layer.7.attention.self.query.bias,3.6219210684647857e-07,4.501367131311312e-07,2.386158522086324e-14,1.0976168576992211e-07,7.263304124427125e-07,1.54471956098391e-07,0.0,0.08929691130660639,4.4575160875862005
83,gradients/encoder.roberta.encoder.layer.7.attention.self.query.weight,2.4025645417750045e-05,1.851569815758878e-05,1.482444229414478e-11,1.1467244168745022e-05,2.5927652148694816e-05,3.850252237729988e-06,0.06407577787490841,0.9047127875135184,325.2342260073541
84,gradients/encoder.roberta.encoder.layer.6.output.LayerNorm.weight,2.333264620504293e-07,2.557615806010861e-07,4.213727716570264e-15,1.0101921134701431e-07,3.452933859138046e-07,6.491323221478241e-08,0.0,4.109884497917591,63.91497946408327
85,gradients/encoder.roberta.encoder.layer.6.output.LayerNorm.bias,1.5292437274075673e-06,1.9309880457972164e-06,2.0477778031556205e-12,8.438365862688212e-07,4.836206066092814e-06,1.431005871111513e-06,0.0,0.009362591829093159,0.48360394572261245
86,gradients/encoder.roberta.encoder.layer.6.output.dense.bias,2.146428595143301e-08,2.3639373282917416e-08,5.065291638815173e-17,9.068605381733169e-09,3.143629322467778e-08,7.117086228798395e-09,0.09568402266751051,0.16320392409963463,0.8899950560686676
87,gradients/encoder.roberta.encoder.layer.6.output.dense.weight,8.189221051337468e-09,5.919061144549679e-09,4.9230026096797785e-18,1.0136860390356342e-09,9.224713028054765e-09,2.218784038539978e-09,0.055604533371997146,0.4682793052511278,100.25980642208278
88,gradients/encoder.roberta.encoder.layer.6.intermediate.dense.bias,2.933222421162455e-08,3.5473962398760664e-08,1.254413328800317e-16,1.2001610038471454e-08,5.7234894856717434e-08,1.1200059503414775e-08,0.0,-3.218599186821979,48.30583629994758
89,gradients/encoder.roberta.encoder.layer.6.intermediate.dense.weight,2.368475282092589e-06,3.16214455766147e-06,2.4430818906716795e-12,1.0157084955205361e-06,6.529348990605822e-06,1.5630361130414353e-06,0.0,-1.754589026703962,76.87060121454482
90,gradients/encoder.roberta.encoder.layer.6.attention.output.LayerNorm.weight,2.9229899592184438e-06,3.738815106419211e-06,1.7540521065685819e-12,8.529957704061942e-07,5.20126263301145e-06,1.3244063223076907e-06,0.0,7.0559365779177226,116.7688550664436
91,gradients/encoder.roberta.encoder.layer.6.attention.output.LayerNorm.bias,2.116398693424146e-08,9.869784651773336e-09,3.9239405151048023e-17,8.801429500310123e-09,2.957611596765023e-08,6.264136425002892e-09,0.0517868024366685,0.30191185914059393,-0.010211059020543839
92,gradients/encoder.roberta.encoder.layer.6.attention.output.dense.bias,9.397823030980906e-08,1.488990884298204e-07,8.753031329573983e-16,8.765922672279544e-08,1.7175811068016065e-07,2.9585522353972366e-08,0.0,0.21237446658656273,1.062712678007141
93,gradients/encoder.roberta.encoder.layer.6.attention.output.dense.weight,6.071323314423262e-07,5.391386749050068e-07,3.9479639010617425e-14,8.807660257841911e-08,7.373703463220914e-07,1.9869483891288525e-07,0.0,-0.001209604610261223,28.073711329201455
94,gradients/encoder.roberta.encoder.layer.6.attention.self.value.bias,2.40719786614355e-07,9.998187257006921e-07,5.184658276378384e-14,1.1303785029585472e-07,1.0462582418529606e-06,2.2769844699466847e-07,0.03217508384435869,0.03976824743610671,0.6214456537414587
95,gradients/encoder.roberta.encoder.layer.6.attention.self.value.weight,6.46817177271841e-07,5.470732115877129e-07,3.7992544775953014e-14,1.0242134978012057e-07,7.773805006580849e-07,1.94916763711983e-07,0.003205914824093877,0.5866533934436461,734.1719470295487
96,gradients/encoder.roberta.encoder.layer.6.attention.self.key.bias,3.1746537605259166e-08,3.081736713560225e-08,2.987134280386519e-17,1.0702282359239447e-08,3.200929552118765e-08,5.465468214514214e-09,0.0,-4.798067381025353,120.41411702709495
97,gradients/encoder.roberta.encoder.layer.6.attention.self.key.weight,5.524271532218958e-05,1.1414363376721263e-05,1.9000782636516831e-10,9.726643723879576e-06,5.944445193423822e-05,1.3784332641269519e-05,0.10393353912340726,-0.5809100388729461,205.85975623508392
98,gradients/encoder.roberta.encoder.layer.6.attention.self.query.bias,5.069036600426852e-05,8.390495475364034e-05,6.768771936455594e-10,1.0077484660179657e-05,9.571996419257765e-05,2.601686363967724e-05,0.04836301993715764,0.6323969095745049,8.404491638185654
99,gradients/encoder.roberta.encoder.layer.6.attention.self.query.weight,2.284319074892324e-06,1.6838655182232552e-06,2.1211785493640666e-12,1.0223749802499357e-06,6.508877627380421e-06,1.456426637137644e-06,0.014195230724932574,7.29972544382812,1462.9759847350826
100,gradients/encoder.roberta.encoder.layer.5.output.LayerNorm.weight,1.3279756203200095e-07,1.4757068649071776e-07,2.8717116188482204e-16,1.1202234539271034e-07,1.7791468063595564e-07,1.6946125276440692e-08,0.0,0.1428157192715548,129.62024995572773
101,gradients/encoder.roberta.encoder.layer.5.output.LayerNorm.bias,2.624823127399677e-07,1.3005290948024515e-07,2.23543111158111e-14,1.1455904110646606e-07,7.49533307724889e-07,1.4951358171019484e-07,0.0,0.29049830560706924,0.08665972253029584
102,gradients/encoder.roberta.encoder.layer.5.output.dense.bias,7.228777791206354e-06,8.798520788838592e-06,7.309348867685492e-12,9.326247238654621e-07,8.814804501014544e-06,2.703580749244508e-06,0.0,0.13322270822747895,-0.2780679028846448
103,gradients/encoder.roberta.encoder.layer.5.output.dense.weight,6.152188338389466e-07,6.798625526310892e-07,2.5670693501777323e-14,1.0367456921790482e-07,6.891817964473216e-07,1.602207648895028e-07,0.06384489657964677,-0.2076774550911893,47.5830876325596
104,gradients/encoder.roberta.encoder.layer.5.intermediate.dense.bias,1.1351358348886962e-07,1.616444129621169e-07,4.3964645507722416e-15,9.173495031971858e-08,2.8887283676057337e-07,6.630584100041445e-08,0.044995641870033895,-1.6981853898060768,19.848523160306474
105,gradients/encoder.roberta.encoder.layer.5.intermediate.dense.weight,1.1780238333528673e-08,1.086460188492899e-08,2.1018104389103002e-19,1.0165101584172901e-08,1.1800314844639152e-08,4.584550620192015e-10,0.04665217336020174,-13.652877556118954,3962.9266762901443
106,gradients/encoder.roberta.encoder.layer.5.attention.output.LayerNorm.weight,1.7164718976442516e-08,4.158021921831568e-08,4.887983064655987e-16,1.0512630560496729e-08,8.491162222724931e-08,2.2108783468694035e-08,0.08279572752444478,1.5009618980431212,25.963815166194014
107,gradients/encoder.roberta.encoder.layer.5.attention.output.LayerNorm.bias,2.617827830729579e-07,1.4174722938311932e-07,2.1838936144329993e-15,1.0513241233319791e-07,2.6317854758093673e-07,4.6732147547839055e-08,0.02554462854533618,0.5072056747136148,0.30532356020556717
108,gradients/encoder.roberta.encoder.layer.5.attention.output.dense.bias,1.4286370151585707e-07,1.52404669881552e-07,3.945112484838188e-15,1.0454891046923945e-07,3.215954079083659e-07,6.281013043162853e-08,0.006574144025730216,0.022635018058569906,0.21684609559917542
