Unnamed: 0.1,Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,0,parameters/conv2d.weights,0.00458280990767886,0.0036854054630747813,-0.2181334065862488,0.2181334065862488,-0.0038228420375948985,1.0406334071019967,0.5722803406912833,-0.9951184169392437,0.08457982980173634
1,1,parameters/conv2d_4.weights,0.004339154942435823,0.003907262388702327,-0.20623025494699365,0.20623025494699365,-0.0047092768981658985,1.0663730460421783,0.567308169169572,-0.9529864355132649,0.09913798234056233
2,2,parameters/conv2d_8.weights,0.003739871645783916,0.0034969205999570625,-0.1816288265470167,0.1816288265470167,-0.003538662153606305,1.0564963651799746,1.0157408150786789,-0.49316434234626916,0.0
3,3,parameters/conv2d_1.weights,0.04762972698992569,0.30558062673034536,-2.5401098863433225,2.3849947204994235,-0.03359516386768412,0.9614481314862907,1.0512586263865338,-0.5525027354137414,0.02436343466747326
4,4,parameters/conv2d_2.weights,0.0030692941521426164,0.00220268932564303,-0.19331208397252808,0.19331208397252808,-0.005425848636805148,1.049929514581478,1.1503205590394465,-0.2789527693406582,0.0
5,5,parameters/conv2d_5.weights,0.0044622099857040695,0.002611422342313579,-0.21898478566723767,0.21898478566723767,-0.014494556724088007,0.9597620031469372,0.8392136044057623,-0.8576910317957246,0.0
6,6,parameters/conv2d_6.weights,0.0035835994682532637,0.0026598565783213894,-0.19443083551905163,0.19443083551905163,-0.007994283739167782,1.0627327257271484,1.1822860093756888,-0.009387165096237007,0.0
7,7,parameters/conv2d_3.weights,0.0030319148835352546,0.0021425209829020464,-0.18543914285498037,0.18543914285498037,-0.004782252960386606,1.0494594460865734,1.1711815255149285,0.16229866221452732,0.0
8,8,parameters/conv2d_7.weights,0.0031532153149619593,0.00156315072744892,-0.2066658288560387,0.2066658288560387,-0.006696952132982497,0.9481559367031367,1.2072897046372804,0.4790258787057351,0.031721419328385306
9,9,parameters/conv2d_9.weights,0.04814076118337279,0.4086290789851371,-2.8545679479868373,2.5918057225597995,-0.17126066594867134,1.0014400115278574,0.7981040745578052,-0.5940464131629771,0.02994574849870393
10,10,parameters/conv2d_10.weights,0.002742252114797548,0.0015882860077062384,-0.18723043163798814,0.18723043163798814,-0.007145563489813733,0.934308568784599,1.1992265649830482,0.30107338573435505,0.08299807383991037
11,11,parameters/conv2d_11.weights,0.04559245826168979,0.416965974232829,-3.4987602096584456,2.8169838623669166,-0.11044037033764958,1.0615688626917377,1.2032267281153388,0.41927683453868964,0.0
12,12,parameters/dense.weights,0.002801440973825672,0.0014094094198695867,-0.20616611960589168,0.20616611960589168,-0.0007687134925371117,1.0146655923880663,1.4693829255799942,0.5101969015541916,0.09582106321398434
13,13,parameters/dense_1.weights,0.004984756525791196,0.003276964095640655,-0.21169828678298233,0.21169828678298233,-0.005143055610090749,0.9860696638346609,0.62571111192961,-1.132331703044408,0.0
14,14,parameters/dense_2.weights,0.021591831433708106,0.034550532579056804,-0.20478327576283714,0.20478327576283714,-0.09622368590901566,0.9593672797025258,1.2630232407169988,1.2570754660826464,0.0
