layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03424861689144439,0.24439369747616832,5.237382501030119e-06,0.21759381380944498,0.2839914891829895,0.007366595463707459,0.0,0.6283900851393578,-412.55713057223704,0.270159705803157,0.0021420063239713
fc1.bias,0.37092001892951676,0.38347116662129543,6.225959852975354e-06,0.3417103868564659,0.4303089728137065,0.0917147831034431,0.0,-0.11235708978354995,-463.7016137679824,0.4184633090285268,0.0026920798670476
convs_code_file.2.bias,0.47646504012034435,0.2890704128819104,2.82136365951261e-05,0.25757707740813407,0.32134245396598304,0.0186106225499461,0.0028634830103090422,0.39045296693644027,-458.60910235587426,0.3042636892635197,0.0056672513185493
convs_code_file.1.bias,0.7199675534342124,0.4016490774363297,3.438374792135898e-05,0.3589233860226285,0.47757638237155076,0.10363740980352434,0.06932378513535929,-16.713116410206233,-70.24919421974003,0.419387178552039,0.0055461026225586
convs_code_file.0.bias,0.22358694278823685,0.3455345014399735,4.757914382900815e-05,0.3010196710273757,0.4069990407857159,0.10757043020946631,0.024445320685875554,1.3557579007964597,-459.3828752195239,0.3311215907875504,0.0068428453560983
convs_code_line.2.bias,0.03900345122185104,0.019637671569451527,7.143189103820145e-05,0.01564824052955847,0.022990120532193417,0.01435394323401,0.026252698509873166,0.12691015742538245,-464.37169992044807,0.0187480994842729,0.0090186621252313
convs_code_line.1.bias,0.015211402420994087,0.33520150005595345,1.2399304156967281e-05,0.28555735184459147,0.3897623569117501,0.009734111105418075,0.06467782861075899,0.0028673890206573904,-464.52366563233903,0.36227666646097,0.0038020404730393
convs_code_line.0.bias,0.03655877538465118,0.25315895079797746,3.527589988453384e-05,0.2136484171365923,0.2885704829209756,0.007810429935852169,0.0,0.16284907797528736,-463.95762235510085,0.2700509958845213,0.005811286844475
convs_msg.2.bias,0.046832662724929995,0.2556493120229433,7.297826476061808e-05,0.20631227625188941,0.303838603545662,0.01288794106761022,0.05509650932123683,0.37768420618941,-463.2560952533717,0.254028189709662,0.0086961062504012
convs_msg.1.bias,0.6924927129409455,0.31761308872299404,7.338751796015051e-05,0.26721598609681196,0.3605154990302771,0.16878302806931836,0.0,-1.0378996927556852,-451.9027960555235,0.3357579435703926,0.0087054784304917
convs_msg.0.bias,0.01969111393301965,0.14776827646268578,7.45600944941617e-05,0.13272755513252854,0.17558224456428778,0.007294391674414798,0.02048949347420555,2.5428516214031767,1837.2132972611385,0.1526315049435909,0.0087027618792593
