layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.04142938727843709,0.25312697087336716,3.921284060087393e-06,0.22536940820963358,0.2941397677315988,0.006452016168389963,0.05218353590462127,1.06114560393486,-413.10167112708007,0.231314853901775,0.0021161630573607
fc1.bias,0.39146395868652534,0.3811004547265752,8.38660693376014e-06,0.33959785024567524,0.42764869822450446,0.10604178537854943,0.07043592813314851,0.27915325536510405,-463.4944350764541,0.3940511750391424,0.0027023415499948
convs_code_file.2.bias,0.5392875602004301,0.3264199172019736,3.07405721725515e-05,0.29085746770990606,0.362861685398102,0.019035485228585024,0.0,0.4084989046395061,-458.61173435866357,0.3035524709148818,0.0057835681953481
convs_code_file.1.bias,0.821153619399088,0.45384263892631205,3.9283943067071826e-05,0.4055648222189667,0.5396365579819983,0.10326511145386053,0.0,-16.449647173749206,-70.52638524982586,0.4154915390861027,0.0059495177254279
convs_code_file.0.bias,0.20626375144069758,0.2783193114953108,5.028972726117409e-05,0.2424637401988594,0.32782744512825646,0.1041661852267722,0.0,0.8749871415037267,-460.08661582089496,0.28910989015887,0.0072649762666867
convs_code_line.2.bias,0.03904326567599312,0.020101293691517783,8.147778302881015e-05,0.01601767691896226,0.02353288999597616,0.014760333086613035,0.0,-0.07071154206939481,-464.186127147788,0.0191711500871928,0.0093667884385681
convs_code_line.1.bias,0.015251471292082592,0.3053936915320841,1.601444762933085e-05,0.2601641514414133,0.3551027217290373,0.009860340156185232,0.0,0.43637359197918696,-464.6852921424916,0.3291940563123219,0.0042655836439144
convs_code_line.0.bias,0.03893585251733984,0.2833819806315561,3.225597430607055e-05,0.23915453676879486,0.3230210693486726,0.0072479763012395886,0.0487337236656338,0.2258280550692483,-464.48955814546696,0.2838354778738993,0.0059882030823224
convs_msg.2.bias,0.044791022261755714,0.24156993794346276,7.232671642500221e-05,0.19495004065049343,0.2871053007049235,0.01351594839076814,0.0,0.539911483054127,-463.4357903061221,0.250979384019936,0.0082549502874297
convs_msg.1.bias,0.6880292616221368,0.29173428826327275,8.569933231694827e-05,0.2454434917337785,0.33114105259435495,0.17200788495318914,0.0,-0.998446648290322,-451.5160523462739,0.3104014058484168,0.0092310410352587
convs_msg.0.bias,0.021345256806726273,0.14081508939911816,7.247274843113084e-05,0.1264821042047747,0.16732028048971273,0.007344658576419641,0.036373418138352855,2.46384095545684,1837.1675935409062,0.134177925975607,0.0085213559898814
