layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.034235477430368304,0.24411913224916554,4.1553987169648316e-06,0.21734935703539582,0.28367243763419925,0.007158681424202545,0.04477843583413826,0.9668057495676801,-412.9256461347213,0.2699597635345931,0.0019633771771757
fc1.bias,0.3984212861041631,0.38067164291167327,6.513030446215102e-06,0.3392157368981456,0.4271675106212052,0.09973346102311735,0.0032058114314811622,0.22356138219628605,-463.02524228987033,0.3867345181337858,0.0025320646446569
convs_code_file.2.bias,0.5338524246228409,0.3457670025386509,2.6251862717544118e-05,0.308096747398564,0.3843686940787756,0.02011404143141902,0.0,0.5819231079234661,-459.1318618261008,0.32481782211157,0.0050580668056332
convs_code_file.1.bias,0.694837239073375,0.3688896809347969,2.590343800998488e-05,0.32964879241111467,0.43862418517060653,0.09380003931652944,0.10624186159925354,-16.797348624638406,-70.26881864094162,0.3991119402858864,0.0053186759211737
convs_code_file.0.bias,0.19718124290038497,0.2780651975245303,5.2067191076168046e-05,0.2422423634519093,0.32752812873025017,0.10718375842942557,0.08820993118393558,0.9529390199306614,-459.6078247882785,0.3021506661036688,0.0071841338016809
convs_code_line.2.bias,0.04095792970595571,0.01834845456176463,0.00010583361028420868,0.014620930455666245,0.021480814589579234,0.015935685082504942,0.0014052386353274454,0.08249017266062655,-464.19930132350464,0.0166813728195196,0.0098879971926835
convs_code_line.1.bias,0.017804807852085314,0.3727478133090485,1.731098797319143e-05,0.3175429658179526,0.43342009574773505,0.011087164573311508,0.08293891755716813,0.37439930711029185,-464.79815413212657,0.3441767097048158,0.0039441626048986
convs_code_line.0.bias,0.03709841847090984,0.2731821517493801,3.902654158870178e-05,0.23054659583337833,0.3113945021782719,0.008098563943000682,0.0,0.3404751587708735,-464.7524080492363,0.2871713180415984,0.0058949512904453
convs_msg.2.bias,0.044496265438456535,0.26794010871247975,6.23285178646843e-05,0.21623110694187728,0.3184461863827213,0.012300930853814711,0.0,0.8594719808102695,-462.9255745440262,0.2802207574973145,0.0084200958476094
convs_msg.1.bias,0.7872068146571682,0.3782644093072409,0.00010781978642655619,0.31824348783849343,0.4293594537778262,0.18378383465567946,0.0,-1.2979163766654056,-451.859632493854,0.3517626694531129,0.0096906351512459
convs_msg.0.bias,0.020970606019579063,0.14141607913213772,6.990892546800705e-05,0.12702192168003357,0.1680343926713644,0.007035825031371992,0.0,2.6467208732767094,1836.9064195369174,0.1371579780982673,0.0087366359171342
