layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.03429745269894096,0.2493365290581481,4.140377475565068e-06,0.2219946211381431,0.2897351810876633,0.00657793628999427,0.0,0.9086312663468431,-412.7282446404903,0.2752311938184063,0.0021328520432045
fc1.bias,0.4180923082768504,0.3984610185764616,8.273283729950566e-06,0.3550678138454407,0.44712971022217807,0.10401461968773337,0.013631311180818045,-0.05739502509116225,-463.3728842980801,0.3857612554981375,0.0027363314330157
convs_code_file.2.bias,0.45817694108249524,0.30132989144182354,2.4621720064964205e-05,0.26850092335462356,0.33497059005058194,0.018472128102383814,0.0003105296091995101,0.654566251184336,-458.68486200613955,0.3298272329161544,0.0053339151421848
convs_code_file.1.bias,0.7067959422865113,0.3854039186052233,2.8219449473480088e-05,0.34440631691505547,0.4582602563763629,0.09563265175819445,0.052184814337305145,-16.29486361634698,-70.99554083987172,0.4099240308020169,0.0054449753067423
convs_code_file.0.bias,0.2251471414425844,0.3106222744612975,5.611580708495405e-05,0.27060514791562257,0.3658765397538391,0.11281817974749682,0.09418289802285149,1.0335427335707499,-459.6497556687457,0.2956028913164594,0.0070857338867301
convs_code_line.2.bias,0.038971257695312844,0.017062316583274784,9.005870229239344e-05,0.013596073900222246,0.019975113313237106,0.015289601730281523,0.0,-0.11224668655194472,-464.3094360061847,0.0163028626010123,0.0095067907936338
convs_code_line.1.bias,0.015750024035740853,0.31839219672357294,1.859048789047472e-05,0.2712375467567687,0.37021699782541084,0.011229808119387357,0.0,0.22902672297663257,-464.8860301429416,0.3323417173296077,0.0040354078645672
convs_code_line.0.bias,0.03526064235019107,0.27368504274372746,3.2884939545782347e-05,0.2309710005980367,0.3119677368857077,0.007267137042617077,0.0,0.09841591439848804,-464.71362870114785,0.3026948133238127,0.0060303619058617
convs_msg.2.bias,0.048497019823587846,0.2801925303765525,6.587307695579064e-05,0.22611896849374394,0.3330081605926516,0.012576403662004052,0.0,0.594470162432613,-463.53330030845103,0.2688608933469836,0.0084666014996483
convs_msg.1.bias,0.6834138654229046,0.3168710045188765,7.568866304697057e-05,0.2665916517434406,0.3596731758809208,0.15912969379105055,0.0,-1.4094784907222928,-451.46199715786054,0.339423437637766,0.0093772286983813
convs_msg.0.bias,0.022337760362285047,0.15503163338495116,6.986917091144083e-05,0.13925160501268422,0.18421276081589297,0.007110195580277612,0.014806276000357166,2.6553730053403974,1836.8674169996746,0.14116075051249,0.0086427948184437
