layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.04047469275886917,0.2558215499239024,4.936958914645703e-06,0.2277685033510873,0.2972709348819194,0.007390918247127137,0.017206218249922224,0.7486428067666092,-413.2435732574618,0.2392914466810445,0.0020728209126119
fc1.bias,0.3793171724598926,0.3896369123494276,7.382844108205982e-06,0.3472046704986553,0.4372278129817425,0.10336697124850211,0.0,0.017107786579929007,-463.21280489708874,0.4157789825256018,0.0026010828368589
convs_code_file.2.bias,0.5372645855605452,0.3119361161343826,3.671562770155163e-05,0.2779516323753333,0.34676090174676316,0.020798145881080546,0.0,0.4036422666878682,-458.55913182553047,0.2911755943507075,0.0057850177771088
convs_code_file.1.bias,0.7765318899558962,0.41735207847870154,3.4307004918883276e-05,0.37295596974177925,0.4962478616590426,0.09496744830720096,0.0122378336112802,-16.218477420176566,-70.47440411838488,0.4040402071210595,0.0060456705569017
convs_code_file.0.bias,0.2220401714161719,0.349211503998934,4.079021906066677e-05,0.3042229693841314,0.4113301177352734,0.10518678558470661,0.0,0.7506037960963873,-459.8593949498788,0.3369764166572901,0.0064794501751326
convs_code_line.2.bias,0.04064317161010083,0.018928627664413503,0.00010521952420524964,0.015083240268055282,0.02216003205750888,0.015914475402177997,0.0,0.21655904953139193,-464.1820188965543,0.0173421058160208,0.0098724082661793
convs_code_line.1.bias,0.014975696840027992,0.30333839422321146,1.8404443503131032e-05,0.2584132486063214,0.3527128830107532,0.011041912764604917,0.0,-0.08831153652004836,-464.55790700291044,0.332999827706938,0.0040834891997943
convs_code_line.0.bias,0.03790417230615534,0.27622691381769593,4.143556703183855e-05,0.23311616169072913,0.3148651614524705,0.00788537666201612,0.0,0.019279727933086008,-464.72121515623246,0.2841993690309902,0.0062383882938616
convs_msg.2.bias,0.04315972027526592,0.22564689471372268,6.933743973957292e-05,0.182099940379971,0.2681808014334871,0.012324390132377386,0.0,0.8502492271310705,-463.4308757144546,0.2432970682800818,0.0088640067007642
convs_msg.1.bias,0.6721020978432842,0.29725517456092715,0.00010752206208818333,0.250088354078991,0.3374076869030694,0.1787223113368056,0.0,-1.019229609169769,-451.77648673797364,0.3237705069206132,0.0099513118950047
convs_msg.0.bias,0.018555817131739906,0.12584915614187878,8.14097106323708e-05,0.11303949135808852,0.14953735565490242,0.007413711898860287,0.0,2.6020490714619844,1837.0799847790727,0.137944213542822,0.0089473691429992
