layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.038067086140220044,0.24612543821007069,4.037248394480168e-06,0.21913565418712386,0.28600381452107543,0.006639788034452805,0.05005637873691363,0.6550089083290026,-412.81151630790595,0.2447825629930044,0.0020865026633017
fc1.bias,0.36942192274530156,0.38791824120904017,5.6794569230786895e-06,0.34567316609524634,0.43529922048927205,0.0918312919678149,0.0,0.31594529611894556,-463.96863737192814,0.4250328343778545,0.0025679516120942
convs_code_file.2.bias,0.49154561477665626,0.2913789893938103,2.7304899830620756e-05,0.2596341415849205,0.3239087617181542,0.020045357124538494,0.0,0.8279753644770258,-458.3214407559657,0.2972842706769135,0.0051761914978762
convs_code_file.1.bias,0.6998726040104214,0.4110604463258174,2.619993202148461e-05,0.3673336142011269,0.48876686620409027,0.0948131250177328,0.09309628476202254,-16.48692550825339,-70.86350836946956,0.4415379081501653,0.0052918736409512
convs_code_file.0.bias,0.2117208758565814,0.2964656113838696,4.225394949745589e-05,0.25827227219799187,0.3492016541223658,0.09926794420848416,0.0,1.0264812899654874,-460.03151717882054,0.30002204167873,0.0069878881665543
convs_code_line.2.bias,0.03780040076039395,0.019775442092389354,0.00010300416220593907,0.015758022703742828,0.023151410577040187,0.015930941295655743,0.0,-0.13031513844509024,-464.8081088885945,0.0194804996249793,0.0097578293177453
convs_code_line.1.bias,0.017046577802774635,0.32568254704922045,1.56087753748341e-05,0.2774481786682124,0.37869400083751686,0.009915057506453512,0.022583072004418146,0.10649810512481929,-464.6785207506912,0.3140949443597867,0.0041879699408831
convs_code_line.0.bias,0.042841128476340036,0.3116906603009297,3.9174428979913727e-05,0.26304507898949997,0.35528952889670284,0.007695222332212541,0.0,0.09094730610871662,-464.56747551890845,0.2837311528774155,0.006215675999123
convs_msg.2.bias,0.04961143071321005,0.2732970283198154,6.937485756924014e-05,0.22055420982505114,0.324812872684045,0.01307250811970382,0.0,0.8898467746683176,-463.61887775948736,0.2563535250188394,0.008358988823474
convs_msg.1.bias,0.6992395270552059,0.33689603300298226,8.934822365194698e-05,0.2834392185566079,0.3824031369353257,0.17496273240792215,0.0,-0.939873436739338,-451.464500142727,0.3527061557776461,0.0092663292389598
convs_msg.0.bias,0.022230047883479202,0.15979811554853793,6.728681933428697e-05,0.1435329266826669,0.18987642325408582,0.006984004271931012,0.0,2.6206268088995532,1836.8219014689373,0.1462057722005209,0.0086348233739824
