layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.04023472856367316,0.25121986279321507,3.8858793224475016e-06,0.22367143103267473,0.2919236612226814,0.0068392302993778705,0.05400817153006095,0.7823352267163519,-412.55825100489335,0.2363885890830596,0.0019873202143569
fc1.bias,0.43567018465688595,0.405211934384191,8.267859910569961e-06,0.3610835413709808,0.45470519411675925,0.1002564929147484,0.0,0.14613827622944803,-463.33940058605697,0.3764690963446142,0.0028379724279501
convs_code_file.2.bias,0.5336988943266675,0.357258787509575,2.3091683862290594e-05,0.3183365376195805,0.39714343067734514,0.01867587319053032,0.015298604814630686,0.592963067271931,-458.36904220011525,0.3357098944297,0.0051091743641572
convs_code_file.1.bias,0.8214748534749939,0.49371962942103803,3.873159569816236e-05,0.4411998709637958,0.5870518514065297,0.10159442933219845,0.03441901294872766,-16.72572213236459,-70.69476843109747,0.4518220490350853,0.0060046907300817
convs_code_file.0.bias,0.2265294776692266,0.3674242724588084,4.8033844037976324e-05,0.3200894068815213,0.43278261889602626,0.10246812562549237,0.0,1.099761416416095,-459.8764450776098,0.3475246694078832,0.0072178225247285
convs_code_line.2.bias,0.04032461241078032,0.021044305143156538,8.89094724729763e-05,0.016769113766512238,0.024636887832977256,0.014779706041741236,0.011964972183397201,0.19665247238668954,-464.3201105400216,0.0194327687671033,0.0097718206603154
convs_code_line.1.bias,0.016216706364036517,0.3223545932394007,1.559823983411632e-05,0.27461310282029816,0.37482435490695776,0.009793921369135988,0.0,0.19337126128265392,-465.0437617159192,0.3267946026506252,0.0042383377444678
convs_code_line.0.bias,0.037902698695351685,0.2645708650646413,3.070893421422958e-05,0.22327927321292698,0.3015786803424124,0.007197948044088877,0.0,0.32822143414304394,-464.45305957233023,0.2722174867240639,0.0058834472959368
convs_msg.2.bias,0.043404148550793935,0.25471889701561146,5.414210448779936e-05,0.2055614193984029,0.30273280750690607,0.012581516360179207,0.01407806013731031,0.6220246181489401,-463.2973485184165,0.2730964533324008,0.0076726642146269
convs_msg.1.bias,0.7058422119656483,0.32860984583205444,9.722823454443457e-05,0.27646783811141057,0.37299767157810093,0.17685011919624014,0.08320548085360922,-1.13014941638963,-452.0492726914764,0.3408129254494168,0.0095631542583773
convs_msg.0.bias,0.021780146172359422,0.16733006520373991,5.7187845684343164e-05,0.15029823035303,0.1988260886224812,0.0069558240521623484,0.0,2.5653956071479627,1836.5893692294858,0.1562595084324327,0.0079927501137815
