layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.0364508921135985,0.2585388506865186,4.237895418464129e-06,0.2301878285722813,0.30042850522069087,0.006941224423230603,0.08961774991671424,0.705240028247483,-412.69239182941897,0.2685290418292134,0.0020448876633322
fc1.bias,0.4190597939726226,0.41606960532314347,6.71517642308105e-06,0.37075879015069857,0.466889039045846,0.09462728864953737,0.0,0.38864128301034073,-463.7706294849024,0.4018786542506057,0.0027097950343946
convs_code_file.2.bias,0.48346215880095517,0.3386005341867694,2.6526357262943106e-05,0.3017110438081741,0.3764021557412671,0.02001280144191433,0.0,0.6163909136737762,-458.5737507985452,0.3512389551334856,0.005110163080171
convs_code_file.1.bias,0.7996279255580779,0.5059434011581353,2.9909578073751683e-05,0.4521233307408002,0.6015863916634134,0.09537264785920752,0.0,-16.47232789409646,-70.47893011866013,0.4756585233636374,0.0056209425618788
convs_code_file.0.bias,0.20927075007991006,0.3261744073074928,4.933465398997025e-05,0.2841537165639809,0.3841951247987339,0.11117491779688082,0.06476305437535583,1.015516980611971,-459.6983779032389,0.3339518629646884,0.0067420279056203
convs_code_line.2.bias,0.037692101829966414,0.017101572523582714,7.897671184235447e-05,0.01362735492017316,0.02002107083911238,0.014907561736687761,0.0,0.24853905903253998,-464.59763581452023,0.0168949139832954,0.0091308282743995
convs_code_line.1.bias,0.01675675179410535,0.32752317906105205,1.4098417794468636e-05,0.2790162086529567,0.3808342331187535,0.010648140802695107,0.0,-0.062228199314852156,-464.1116472426921,0.3213333999313173,0.0037061737935443
convs_code_line.0.bias,0.041683353221722994,0.2971617285159811,4.098359447688775e-05,0.250783678518549,0.33872830975634444,0.007809756253004932,0.0,0.14870750928714074,-464.785554675028,0.2780189271321399,0.0062643461298303
convs_msg.2.bias,0.04326194784677049,0.2509263192301757,7.496143293002591e-05,0.20250076044499496,0.2982253377662417,0.013611944581778073,0.020275929265616454,0.6084906547631272,-463.15952834179643,0.2699145414186144,0.0083446933162576
convs_msg.1.bias,0.6952476625982733,0.3525412598854141,9.835571864949412e-05,0.29660194666049766,0.4001616833467459,0.1787004372164696,0.0,-0.9255263124250055,-451.72026515632393,0.3712047522351033,0.0095188506100702
convs_msg.0.bias,0.019139861183906013,0.14337776120272008,8.259590741305895e-05,0.12878393225096596,0.1703653161234041,0.007577487341331778,0.0,2.6746179455194863,1836.7161243474206,0.1523618631120437,0.0088175310951009
