layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.037474077721930205,0.26287185562936083,4.493908490435377e-06,0.23404568202965276,0.3054635635673777,0.006666434490518675,0.060665648873995344,0.6860016818229177,-413.36735283846167,0.2655747295551413,0.0021925470418566
fc1.bias,0.4240571424516206,0.4271398977096456,7.633485364677452e-06,0.38062350547554497,0.47931147535978036,0.0990400716564141,0.0,-0.004788219198012131,-463.62660702658786,0.4077093773205824,0.0027604165228865
convs_code_file.2.bias,0.5324556289648394,0.35820666967584625,2.9660948395847184e-05,0.31918115092912447,0.39819713513067706,0.019239316526206182,0.0,0.7275753102118463,-458.6409808171723,0.3373865535753221,0.0056209110943715
convs_code_file.1.bias,0.7623152832055022,0.43362057298951595,2.6089838041612712e-05,0.38749389218039776,0.5155917346854604,0.09566301036951094,0.002434924664254422,-16.79739255100569,-70.71524519400238,0.4276185654644032,0.0052338285586136
convs_code_file.0.bias,0.19782009476887366,0.27600512595897003,4.644263265087251e-05,0.24044768864411586,0.32510160649400793,0.101686143176394,0.0,1.044583818643924,-460.04820933232554,0.298943601148165,0.0071518427867174
convs_code_line.2.bias,0.036525906396132166,0.016936127794447184,7.752251288796626e-05,0.013495520608416548,0.01982738218051601,0.014374118791617825,0.02386413980132806,0.3265482767488989,-464.2567224293667,0.0172656691480658,0.0093820978648107
convs_code_line.1.bias,0.015764323404466964,0.29548574731309996,1.7587686221361638e-05,0.25172359758671764,0.3435820582168012,0.01049424387265956,0.0030100844002895867,0.259678852800646,-464.9735520794622,0.3081519122100375,0.0042001768790834
convs_code_line.0.bias,0.03803553532365903,0.2692755757681283,4.0511855104840606e-05,0.22724971941566738,0.3069414796249554,0.008018246404824871,0.0,0.2554350328096431,-464.4802755455398,0.2760905652661624,0.0060662439336157
convs_msg.2.bias,0.04303746450831226,0.2555050404760968,6.377993434704753e-05,0.2061958472617515,0.3036671371529761,0.013407705231090925,0.0,0.4648524413932891,-463.41805307718965,0.2762733095803165,0.0078144639691409
convs_msg.1.bias,0.790385543904652,0.3530339803912506,7.107206007530118e-05,0.29701648497932637,0.4007209593506358,0.1611381110754063,0.0026644261230706055,-0.9763356882274503,-451.8765047307728,0.3269795814747498,0.0089734924492547
convs_msg.0.bias,0.0204970043545366,0.1373721594872981,7.736127687547409e-05,0.12338961588030066,0.16322929847201606,0.0073399998481044676,0.025431612020527617,2.5882631453045963,1837.0423443767734,0.1363143558262574,0.0088096513013675
