layer_index,mean,median,variance,min,max,std,sparsity,Skewness,Kurtosis,Mean,StdDev
fc2.bias,0.038494265133175595,0.27467620836881185,3.6404008105051773e-06,0.2445555853481686,0.3191805118681615,0.006576354273998104,0.0,0.7127831442966648,-413.20228146970226,0.2701460493491547,0.0020004137163049
fc1.bias,0.43596887705909626,0.4442326420380574,7.776307470832982e-06,0.39585481563730324,0.4984919559141108,0.09511796842579474,0.03367584151850623,0.2892850528193151,-464.02300347867833,0.412439188534813,0.0029010036264109
convs_code_file.2.bias,0.5455363024176058,0.3365204447900281,3.0141465998727123e-05,0.29985757377566985,0.3740898435798335,0.019453704062194422,0.0,0.5550860209434991,-458.75280794330024,0.3093608291528483,0.0056038141045906
convs_code_file.1.bias,0.7626917824590584,0.4808038444190461,2.969382440914198e-05,0.42965801129952186,0.5716944804494961,0.09103479402083577,0.0,-16.6830879987377,-70.58350085049776,0.4739146830559279,0.0058675054075183
convs_code_file.0.bias,0.23233687449091606,0.3403482981524069,3.7851532438390476e-05,0.2965016006147294,0.40089030271596326,0.09848147067784763,0.0,0.9862192452315084,-460.29427013867667,0.3138686650066833,0.0066666633876508
convs_code_line.2.bias,0.035137266969776544,0.01818642624347168,6.493749343071489e-05,0.014491818504268145,0.02129112557507419,0.014389474141570062,0.05037304730610268,0.17156361485388477,-464.42387409525276,0.0192730159812835,0.0085776852244646
convs_code_line.1.bias,0.017237211930413825,0.36684628790295315,1.7664514755122664e-05,0.312515470515793,0.4265579771376741,0.010612509961739992,0.04966966565629217,0.44128884872396207,-464.6536529010823,0.349881333267985,0.0041624317244542
convs_code_line.0.bias,0.03584204674689761,0.28236407114286705,3.5584499654992765e-05,0.2382954924791846,0.32186077605548685,0.007337960893622288,0.0,0.0976863796265981,-464.46012541502625,0.3072279823918363,0.0062124547977848
convs_msg.2.bias,0.04619413255400823,0.2833401555783851,7.423132521876702e-05,0.2286591424337372,0.3367491057109554,0.012715613812644728,0.047900168559397674,0.6968088593511569,-463.75465468003034,0.28543514616798,0.0088893066902056
convs_msg.1.bias,0.7156403946060403,0.29982187866457066,9.984495137947687e-05,0.2522477876553322,0.34032109520909537,0.17897199651426848,0.0486821128510679,-1.090664346865461,-451.42937634475254,0.3066984543613898,0.0095760915664535
convs_msg.0.bias,0.02162613323747062,0.16564239245973147,6.600549038931062e-05,0.14878233883329234,0.1968207504296264,0.00722905188106921,0.0,2.4512595501886882,1836.7365106132006,0.1557850879624799,0.0082623130224385
