layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
parameters/classifier.dense.bias,2.533501022644757e-06,1.6589048398320916e-12,8.026239640863679e-07,4.922837408796874e-06,1.2401288851372878e-06,1.1460756329248012e-06,-0.3792303620075647,-2.1933318369668777,0.0643232061812022
parameters/classifier.out_proj.bias,1.1375659398520728e-07,2.994507302606402e-14,9.64361021792733e-08,7.181533401016372e-07,4.419790078791793e-07,1.7259768856698877e-07,-0.2161103415182588,-0.7747133436960004,0.0428780462833595
parameters/encoder.roberta.embeddings.LayerNorm.bias,1.3516244033267765e-07,2.9528656133145014e-14,9.611042876613685e-08,7.564329686434728e-07,1.8086280969352825e-07,1.9664312988930165e-07,0.276141382745003,0.657036110019156,0.0
parameters/encoder.roberta.encoder.layer.0.attention.self.query.bias,4.166385933381536e-07,1.9053936692135845e-14,1.017471507869539e-07,6.865971447830801e-07,2.5989490120371817e-07,1.2997555535808786e-07,0.2501296311134213,11.414501639753308,0.0
parameters/encoder.roberta.encoder.layer.0.attention.self.key.bias,3.0052095508548217e-05,7.094916670584753e-10,8.64437074648799e-06,0.0001051475921206,9.3471051145346e-05,2.9130182794891817e-05,-3.189515300820187,9.002199756792997,0.0
parameters/encoder.roberta.encoder.layer.0.attention.self.value.bias,2.9785435975359438e-09,3.4266258171467036e-18,1.0581232571874419e-09,6.087939283345229e-09,1.6282117713514683e-09,1.860128859586617e-09,0.5996277334725899,-0.2219790637285878,0.014650540038139
parameters/encoder.roberta.encoder.layer.0.attention.output.dense.bias,1.5232109263534568e-06,1.0986206639048933e-13,7.964277196568315e-07,1.5232109263534568e-06,1.5232109263534568e-06,2.568808944836883e-07,0.8310998005715791,2.5590319374898916,0.0210161872505461
parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.bias,1.8635876987121096e-06,1.8664646896915457e-13,1.095425381288994e-06,2.5596074573214514e-06,2.5596074573214514e-06,5.621555800593528e-07,2.983395399660727,109.98692714598108,0.0
parameters/encoder.roberta.encoder.layer.0.intermediate.dense.bias,2.816815310084154e-07,8.860107052883051e-15,7.496915902421463e-08,3.507927057715892e-07,3.1804661822024273e-07,7.701245634815586e-08,1.9187495713988896,40.401205523214315,0.0925090433880447
parameters/encoder.roberta.encoder.layer.0.output.dense.bias,8.019657830410244e-06,5.4222843894805554e-12,1.1009493877753943e-06,1.089354916277099e-05,6.211130993366124e-06,2.4586078347266055e-06,0.5660185001973397,124.23675249214511,0.0662507142601181
parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.bias,2.950348610067102e-07,5.4492197230358617e-14,8.138212972094056e-08,7.769894239298414e-07,1.2452506076131773e-07,2.665173172416663e-07,1.3700420619451184,18.622146503581188,0.0868141440571482
parameters/encoder.roberta.encoder.layer.1.attention.self.query.bias,2.1291251629003818e-07,1.4357256587166975e-14,1.1697638528056493e-07,5.129373841383285e-07,2.087437523998835e-07,1.2289514371641158e-07,-0.1807430224045678,0.627694680310168,0.0293702602313104
parameters/encoder.roberta.encoder.layer.1.attention.self.key.bias,1.0997105532268658e-06,5.588851407361643e-14,1.0997105532268658e-06,1.861445424402342e-06,1.5301800887752835e-06,2.137154993849865e-07,0.1713951081385128,0.5613447289501714,0.0
parameters/encoder.roberta.encoder.layer.1.attention.self.value.bias,2.0568431794527526e-06,9.498183117942985e-14,9.070509475493804e-07,2.0568431794527526e-06,1.3314797525032198e-06,3.0969789219634224e-07,0.1775270843456774,7.435788866488973,0.002301242817304
parameters/encoder.roberta.encoder.layer.1.attention.output.dense.bias,1.464597482774177e-09,4.200036376781224e-20,1.2533686775558251e-09,1.464597482774177e-09,1.464597482774177e-09,2.0947131955095972e-10,-0.3255211707920057,-0.2282462547623943,0.0009494763668765
parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.bias,4.032444239130441e-05,1.06339110996001e-10,1.140188165396226e-05,4.380924976845793e-05,3.713333008890625e-05,9.344337477715113e-06,0.149771275895651,9.71294258683977,0.0253282938678614
parameters/encoder.roberta.encoder.layer.1.intermediate.dense.bias,3.821970333153246e-07,4.0289611486750496e-14,1.233544763198805e-07,1.0447249271749056e-06,6.232566629693968e-07,1.645965917366072e-07,2.1390661940332913,15.519799234584143,0.0309542864915837
parameters/encoder.roberta.encoder.layer.1.output.dense.bias,1.2160699452728806e-07,1.574220228916429e-14,9.693552267098006e-08,5.887967322688389e-07,1.1062192529141373e-07,1.1016392583542286e-07,-0.2779885659077795,45.09474434743405,0.0
parameters/encoder.roberta.encoder.layer.1.output.LayerNorm.bias,4.203039844420506e-06,7.737048079278317e-12,9.387533472069496e-07,8.267811080484131e-06,3.6141331837033593e-06,3.130906733624344e-06,0.076500016244097,0.2115158698556791,0.0
parameters/encoder.roberta.encoder.layer.2.attention.self.query.bias,7.322734911856763e-05,6.052888691536556e-10,8.567448281152055e-06,8.715033781939269e-05,1.3544406622816269e-05,2.690399279524002e-05,0.0905103779332213,8.855955160478626,0.0
parameters/encoder.roberta.encoder.layer.2.attention.self.key.bias,5.4940774276537845e-09,5.1960184403822525e-18,8.134575590187337e-10,1.0712182963623724e-08,6.764172279216827e-09,2.8442270281222942e-09,-1.776420060846145,19.76178836113584,0.0
parameters/encoder.roberta.encoder.layer.2.attention.self.value.bias,3.10933931470666e-07,6.147485270296988e-14,8.893304125498526e-08,8.059779183275772e-07,1.0794964545780909e-07,2.19604260391833e-07,0.0229001162555719,-0.0693628620250187,0.0
parameters/encoder.roberta.encoder.layer.2.attention.output.dense.bias,2.422621599089898e-07,5.566030842950293e-15,1.2405470160876894e-07,3.860137714381645e-07,1.9204225742059185e-07,6.918340288451551e-08,-0.1858697519163112,0.4541032604469607,0.0
parameters/encoder.roberta.encoder.layer.2.attention.output.LayerNorm.bias,7.249896904395531e-09,6.6487130083264035e-18,1.2238280029391695e-09,1.1169103639315682e-08,9.13406424145232e-09,2.890134688832483e-09,-1.1662037949432251,73.26601596861137,0.0
parameters/encoder.roberta.encoder.layer.2.intermediate.dense.bias,6.966929498668528e-07,7.794456520795619e-14,8.6959940869584e-08,6.966929498668528e-07,6.058943200109019e-07,2.6704373070271613e-07,0.3630288286915638,26.997572956557786,0.0
parameters/encoder.roberta.encoder.layer.2.output.dense.bias,1.261052610495249e-07,4.5501650797332534e-14,1.261052610495249e-07,9.7286364551861e-07,1.396093415792542e-07,2.500711078760893e-07,-0.2714330565326949,79.59374749183877,0.0
parameters/encoder.roberta.encoder.layer.2.output.LayerNorm.bias,5.16343523401013e-05,2.5457256581198947e-10,1.1768835443377374e-05,5.761139164808272e-05,2.4296940198609653e-05,1.899740841131227e-05,0.065812165213269,3.624638549266042,0.0802372023962885
parameters/encoder.roberta.encoder.layer.3.attention.self.query.bias,2.2592220858793646e-07,4.1777813968514735e-15,7.319127368446544e-08,3.288865892740654e-07,9.3353307073902e-08,7.181307335435979e-08,0.0136455844228612,-0.0035210872803024,0.0
parameters/encoder.roberta.encoder.layer.3.attention.self.key.bias,6.502479186357006e-05,3.0596496768138003e-10,8.653612469714754e-06,7.722191663751943e-05,7.343275958299879e-05,1.9207696249063484e-05,-0.0085505319635061,0.685126550179047,0.0
parameters/encoder.roberta.encoder.layer.3.attention.self.value.bias,4.8108241049952084e-08,2.1997106555721287e-16,1.0234943070013543e-08,6.481424304859388e-08,1.8096332529672332e-08,1.6677880148729745e-08,-0.3248425058685997,9.377213466190137,0.0583923602690311
parameters/encoder.roberta.encoder.layer.3.attention.output.dense.bias,3.8747430994764e-08,2.3679697979053527e-16,8.381767627653125e-09,5.389453715566958e-08,4.1756320141841255e-08,1.3074284757520302e-08,-0.0008956558962114,0.5423966246356533,0.0856261282779288
parameters/encoder.roberta.encoder.layer.3.attention.output.LayerNorm.bias,1.278296528974238e-07,1.1013290064474564e-14,1.278296528974238e-07,4.204225921897826e-07,1.783921129643875e-07,1.0664078166791914e-07,1.4264786177716589,173.7253807392755,0.0784587178431307
parameters/encoder.roberta.encoder.layer.3.intermediate.dense.bias,1.4137350367075685e-06,8.721973615897008e-14,8.873076439115061e-07,2.7994597348678275e-06,1.0773045021912489e-06,3.741253264146414e-07,2.5077021514341427,35.87527029063038,0.0098367924698061
parameters/encoder.roberta.encoder.layer.3.output.dense.bias,3.806386650530281e-07,7.41875629513296e-15,9.956605778464613e-08,4.525557521599986e-07,2.8561585308317914e-07,1.0998700607698604e-07,0.8791899042958508,134.90384715601954,0.0278299518220282
parameters/encoder.roberta.encoder.layer.3.output.LayerNorm.bias,1.437515438835142e-06,1.368999577926828e-13,9.736384214564477e-07,1.94286854419922e-06,1.94286854419922e-06,3.191835039863762e-07,0.4714622066944653,2.29477558674773,0.0
parameters/encoder.roberta.encoder.layer.4.attention.self.query.bias,1.4154566468487256e-05,8.813659018354361e-11,9.857245716717888e-06,3.907337265726571e-05,2.352319516104965e-05,8.183895631319417e-06,1.5329404592516245,151.6498475206021,0.0
parameters/encoder.roberta.encoder.layer.4.attention.self.key.bias,1.36767906626964e-08,1.25206174520982e-17,9.285827733456674e-09,2.4911804995317793e-08,2.007988579044096e-08,3.3419958602039463e-09,-0.4893474711353241,8.611460273249019,0.0142854014950712
parameters/encoder.roberta.encoder.layer.4.attention.self.value.bias,1.1820984560312349e-07,1.846348762702904e-15,1.0753389563282061e-07,2.718957325880027e-07,1.4447391320757893e-07,4.1956758901759665e-08,0.0386239544801915,-0.0466799296051261,0.0
parameters/encoder.roberta.encoder.layer.4.attention.output.dense.bias,1.3656487187889282e-08,8.420312498862808e-18,9.243132184696717e-09,2.2313373391704092e-08,1.3004121946432218e-08,2.839960909182427e-09,-0.2463495675705031,0.3368351913731699,0.0
parameters/encoder.roberta.encoder.layer.4.attention.output.LayerNorm.bias,1.7197180424030714e-07,4.4457357712040504e-14,8.32978715571305e-08,9.114275128398754e-07,5.778624403232027e-07,2.0836706560519207e-07,0.1783170753862673,35.67922989497941,0.1051249916341874
parameters/encoder.roberta.encoder.layer.4.intermediate.dense.bias,2.0318039016112647e-09,3.989300964167721e-18,1.0050582409567172e-09,9.157161943374781e-09,7.3177891029675174e-09,1.7834580836731407e-09,-0.0040180926169628,6.86696308161497,0.0
