Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,mean,std
93,parameters/encoder.roberta.encoder.layer.10.output.LayerNorm.weight,1.8586289273464721e-06,1.614970621742737e-13,9.79369003294376e-07,2.3408268014792472e-06,0.7203955051178731,0.0694785391721857,0.14553266817439153,-1.1990468477761071,0.0,1.014015054464397e-06,4.018669707431474e-07
94,parameters/encoder.roberta.encoder.layer.11.attention.self.query.weight,2.4723839135753314e-09,7.071395686839141e-19,9.167972555612904e-10,3.484707363772298e-09,0.0001774048330137,0.0681766388075035,1.5043175858556683,2.5431108544594467,0.0,2.655582190815125e-09,8.409159105903004e-10
95,parameters/encoder.roberta.encoder.layer.11.attention.self.key.weight,3.9412818239309046e-05,3.4090591856320246e-10,9.833611298469972e-06,7.074760301119888e-05,-7.673381010900008e-06,0.0672146966660593,1.4913696086800066,3.4734331895434396,0.034921258399765454,1.8395253600737696e-05,1.8463637739167288e-05
96,parameters/encoder.roberta.encoder.layer.11.attention.self.value.weight,1.0980950192988375e-05,1.0869906564846252e-12,9.664887922055188e-06,1.3056916740547366e-05,0.0001432446406177,0.0497650016757788,1.134870900717028,1.6759561640800062,0.040701706408868346,9.76989085695282e-06,1.0425884406056999e-06
97,parameters/encoder.roberta.encoder.layer.11.attention.output.dense.weight,1.2193259513450953e-06,5.907527101346445e-13,9.36262604014728e-07,3.373544174657602e-06,6.742295416513179e-06,0.0432375307227778,2.095749514537521,5.87586452727127,0.021792570469538,3.130018758026374e-06,7.686043911757495e-07
98,parameters/encoder.roberta.encoder.layer.11.attention.output.LayerNorm.weight,3.1294206067189464e-06,4.4609835628480535e-12,9.947799428072333e-07,8.396307043184833e-06,0.6915072141224902,0.052292084689071,2.7657996368770257,8.11101781279048,0.0161411818109394,8.277980037437772e-06,2.1121040606106633e-06
99,parameters/encoder.roberta.encoder.layer.11.intermediate.dense.weight,3.32841178148602e-07,1.7877267998409898e-14,9.000444928385856e-08,5.28566291120557e-07,-0.0098866095286088,0.049910064657969,1.1745052021653966,1.5331577723279122,0.0,1.5760658333021327e-07,1.3370590113532726e-07
100,parameters/encoder.roberta.encoder.layer.11.output.dense.weight,1.5119487358539167e-06,5.435092546207269e-13,9.8847874788746e-07,3.6781286737608665e-06,-0.0003127113793999,0.0402230222267141,4.298804041362527,22.38840519911794,0.0,1.6859988352327703e-06,7.372308014595747e-07
101,parameters/encoder.roberta.encoder.layer.11.output.LayerNorm.weight,3.9440335660667976e-08,2.175401551671401e-16,1.0077796724952202e-08,6.066208236888887e-08,0.7224649448495858,0.1133428719451089,1.1197579182304076,1.1705027234187384,0.0,2.7644557664851938e-08,1.4749242528589057e-08
102,parameters/encoder.classifier.dense.weight,4.0718330072882985e-07,1.067237800184786e-14,9.733714436754439e-08,4.4930915447552365e-07,-3.1558510518864194e-05,0.0200467691820429,0.6115450916384582,0.033549496124725436,0.035108254318527266,4.4714395955114786e-07,1.0330720208120953e-07
103,parameters/encoder.classifier.out_proj.weight,2.9078838557600627e-07,9.135670424489603e-15,1.0805334911374642e-07,4.923169578023623e-07,0.0005278906998377,0.0197473282303864,0.5801161108297227,-0.1467083496474177,0.0,1.2321621161957052e-07,9.558070110900842e-08
