Unnamed: 0.1,Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,std
0,0,parameters/conv2d.bias,0.05959146424054991,0.007158692728983673,-0.2702414915140081,0.14689876148215877,-0.03584839410756221,0.10181425186265264,0.17116972970792488,0.9392834622137045,0.09955384521360187,0.0890054969264644
1,1,parameters/conv2d_4.bias,0.05392546281227327,0.012469972049716272,-0.4073650597569043,0.0766935183780473,-0.08458250425308085,0.13437684914093212,0.28022589983259283,0.6338526917829048,0.0,0.1060444696898352
2,2,parameters/conv2d_8.bias,0.052542916250788343,0.011108413460548954,-0.4117326047002653,0.031972305669000944,-0.09677254903037709,0.12682875566742383,0.49348795490908587,0.562261833795644,0.0,0.1082775046046309
3,3,parameters/conv2d_1.bias,0.03168475669335137,0.002654570826031883,-0.19597140944755378,0.09672937739929928,0.00030072741240990417,0.061999597791075244,0.13071858001962874,0.010482212625154141,0.06174063534683723,0.0548151280311355
4,4,parameters/conv2d_2.bias,0.040650114362532436,0.0034878050811718757,-0.16544069441480566,0.13693647896780659,-0.01559600548418474,0.07106697282008373,0.09841481609189566,0.12784366645978237,0.0,0.0578972646468448
5,5,parameters/conv2d_5.bias,0.05805038690905128,0.004687985296244438,-0.22217969609139995,0.11029070027104206,-0.038898793794941725,0.08239195993858439,-0.037330829987012315,-0.35442740906894793,0.0,0.0654233542567069
6,6,parameters/conv2d_6.bias,0.045472209571141474,0.002986434398397467,-0.19625981124915093,0.1145385037906367,-0.025838735389309544,0.06576096887518558,0.1479763394734507,-0.3684297732247068,0.0,0.0583622493673152
7,7,parameters/conv2d_3.bias,0.03376808815053211,0.003032794282597056,-0.17795767647306895,0.13963096905659678,-0.016390754217225405,0.06626942309608691,0.2318528746405149,0.49821377477787254,0.0,0.0568351980799758
8,8,parameters/conv2d_7.bias,0.03666330724811026,0.0033610312724387027,-0.21616200057219354,0.10693565001651104,-0.027944799190117327,0.06976345653273565,0.3551442580617614,0.6143848772403044,0.0021772851114561843,0.0554414054486637
9,9,parameters/conv2d_9.bias,0.04918181135829471,0.005290503155138732,-0.2239513337948485,0.08332345307828265,-0.039952265856307956,0.08752662900609806,0.124664481201176,0.1339656293158618,0.0334959875867902,0.0717101280695761
10,10,parameters/conv2d_10.bias,0.04264542868039817,0.004256494777982498,-0.22326090557277645,0.09281643430005737,-0.03336364514166256,0.07850869637079994,0.05546972377508291,0.10530278905450184,0.051530970918575995,0.0613071368368202
11,11,parameters/conv2d_11.bias,0.03949725865941195,0.00392294079051203,-0.17692804728467654,0.0995527598298839,-0.02179159408948446,0.07536983945743428,0.04385501630195482,-0.40163612494249107,0.0,0.0588005067506493
12,12,parameters/dense.bias,0.02834787120629194,0.0018856713015580253,-0.22203787977960868,0.09907976783587466,0.0013512634551986712,0.05225462185651087,0.19362014776780706,0.07607003918443722,0.0008223074082026827,0.0413051984250602
13,13,parameters/dense_1.bias,0.07740705295120166,0.010831960934595578,-0.23175340775026698,0.21023842699600687,0.015481390229311614,0.1252406336001878,0.3322797672435461,0.07916081628574081,0.0,0.0998128877927463
14,14,parameters/dense_2.bias,0.44677533205519315,0.0,-0.44677533205519315,-0.44677533205519315,-0.44677533205519315,0.0,1.8230630103799375,24.206193535243933,0.003207243245100644,0.0
