Unnamed: 0.1,Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,0,parameters/conv2d.weights,0.004826695574927915,0.0032677506292272196,-0.2297419202462764,0.2297419202462764,-0.004026284117870614,1.058605984738266,0.8216935360078772,-1.1730416980220693,0.0
1,1,parameters/conv2d_4.weights,0.004526357185413887,0.0031450786505112537,-0.21512755564452476,0.21512755564452476,-0.004912447149018219,0.9955783657072169,0.732585219242173,-1.0776744420007631,0.03668761090977958
2,2,parameters/conv2d_8.weights,0.00401995333661238,0.0034816376086211583,-0.19523114065312652,0.19523114065312652,-0.0038036751201261532,1.0567018443756688,0.8632828517365709,-0.6360059684754309,0.039010731705039846
3,3,parameters/conv2d_1.weights,0.04437792982407415,0.3855085569673725,-2.3666904138548546,2.222165337195772,-0.03130154041957236,1.0411194833103004,0.6864904280774717,-0.5524961359049533,0.0
4,4,parameters/conv2d_2.weights,0.0032202600276987478,0.0016228424535414802,-0.20282030526572697,0.20282030526572697,-0.005692723673698729,0.9772657886854094,1.2659317404356814,0.06669597305668998,0.0
5,5,parameters/conv2d_5.weights,0.00365248953430523,0.002995863966771113,-0.17924742232753982,0.17924742232753982,-0.011864349035284546,1.00070395309962,0.5717751524497932,-0.8848940852187852,0.09982871075274571
6,6,parameters/conv2d_6.weights,0.003511584786899762,0.0025705360826821996,-0.19052362580177282,0.19052362580177282,-0.007833633588048578,0.9848119798405723,1.14771020409626,0.45839510746041795,0.0695731541019713
7,7,parameters/conv2d_3.weights,0.0033900177472196394,0.0015363249334634005,-0.20734156777335996,0.20734156777335996,-0.005347090215310024,0.9362429015533101,1.4763002302315344,0.33732732686513156,0.017261796191416573
8,8,parameters/conv2d_7.weights,0.0025898587351179158,0.0018205147229678332,-0.16974270661870663,0.16974270661870663,-0.00550046801370446,1.0179341598411367,1.6430101542846622,0.7968100907453222,0.0
9,9,parameters/conv2d_9.weights,0.04579697568786228,0.3816340587816581,-2.7155901921728858,2.4656208324501954,-0.16292265352562324,0.9913260910298441,1.0078650950231447,-0.4786955576880022,0.051386678265835116
10,10,parameters/conv2d_10.weights,0.0028967190279626798,0.0017412359508789887,-0.19777683861116482,0.19777683861116482,-0.007548062271432426,0.9482555222675582,1.1385377075192198,-0.1270852123129517,0.0037625047774124884
11,11,parameters/conv2d_11.weights,0.05020538970758614,0.37997319179957945,-3.852756059150645,3.1019992780023142,-0.12161445211895747,0.9747416544302882,1.6343854084300296,0.48615971357140525,0.0
12,12,parameters/dense.weights,0.002701396235787768,0.0016272313513151719,-0.19880353884086518,0.19880353884086518,-0.0007412612846535132,1.068428273655574,1.6384142567719227,0.9347397197260369,0.0
13,13,parameters/dense_1.weights,0.004411295047661667,0.0037066163803573726,-0.18734387512256853,0.18734387512256853,-0.00455138292617828,1.0175681100516236,0.6649267647227115,-1.476511421565787,0.01542849279398167
14,14,parameters/dense_2.weights,0.02240094562168141,0.029405418950583982,-0.21245715254295558,0.21245715254295558,-0.09982949163823823,0.9533098480182419,1.2785496374934509,0.779370740748079,0.08177224855842027
