layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
fc2.bias,0.712772226594879,0.0030842459123601655,0.6889979002062907,0.7457437220087854,0.7118210179575447,1.012626126729994,2.8131590160864435,6.583976733379211,0.003354905678784236
fc1.bias,0.11161192472107996,0.0066635205255935635,-0.5956350190600388,0.3284090883742809,-0.11663473184321513,1.0515124145237078,1.188934029999669,0.11864579416216375,0.0
convs_code_file.2.bias,0.4914228561382843,0.002468895904721511,0.48140437506881323,0.5048424330218364,0.49144483201416966,1.012357706984672,1.2440033656655698,0.3990081627358038,0.0
convs_code_file.1.bias,0.5212605225640694,0.0034191479240146053,0.49947756171235697,0.5326678527462899,0.5205384949524337,1.0477958914089938,2.0773295303231856,4.741301871829499,0.08243502389719222
convs_code_file.0.bias,0.5837403282306208,0.0028925700818806035,0.5582336690002673,0.6120826677774834,0.5846303970750226,0.9608136019035716,7.108169481820792,51.89393654744259,0.0
convs_code_line.2.bias,0.4846101546620136,0.0018020967571809633,0.47157185254413864,0.5033942293784314,0.48362405235477296,0.9531803181281211,3.3007590960139455,8.956339366675858,0.0
convs_code_line.1.bias,0.5694698452091027,0.004468522654765049,0.5503698694265108,0.5821328600631859,0.5690919502474894,1.060266051313066,5.418873149057867,31.50970254035922,0.08814152144442237
convs_code_line.0.bias,0.47494424133956165,0.0018254620589112308,0.45169631223297485,0.49740966648503704,0.4749540244610598,0.9636195807398805,1.3868948867902808,0.5337017500964779,0.03237168897086834
convs_msg.2.bias,0.5045390334785803,0.0027432230657597,0.4900293953375053,0.5183126038177567,0.5055163075659082,1.0341065979300774,1.2528559130398633,-0.34797500892597455,0.08709699570901593
convs_msg.1.bias,0.5454927417713941,0.0033566504394549213,0.5246557718001127,0.5582505791855635,0.5457958144153823,1.0714418739562286,0.8060779638102173,-0.17865179843790607,0.0
convs_msg.0.bias,0.5065438507248289,0.002372989902067348,0.4933124308038354,0.524768145191861,0.506212410738576,0.9474452371722781,4.26191252676754,17.763778634327007,0.0
