Unnamed: 0.1,Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity,std
0,0,parameters/conv2d.bias,0.05699612020464112,0.00956757275344767,-0.2584718588628489,0.14050098573769784,-0.03428711487018011,0.1071047033774058,0.5678624055222019,1.323983509142041,0.06312704233482457,0.09781397013437174
1,1,parameters/conv2d_4.bias,0.05435753407366039,0.010134753626612491,-0.4106290231247655,0.07730801593630057,-0.08526021135837053,0.12760853950771,0.373476551219715,0.8770080196464748,0.0,0.1006715134812854
2,2,parameters/conv2d_8.bias,0.048708923281100894,0.011761403293949056,-0.38168897514081485,0.029639325242589765,-0.0897111733185629,0.1302956605332593,0.40611955112471054,0.1675069231294455,0.017284549305917423,0.10845000366043857
3,3,parameters/conv2d_1.bias,0.03437518385296053,0.0036121977733151117,-0.2126118024159251,0.10494289617761371,0.00032626288379805266,0.0659617465336979,0.23025729502561157,-0.011664310405694062,0.07100759492650151,0.060101562153701674
4,4,parameters/conv2d_2.bias,0.042464156726227685,0.003159560347406958,-0.1728236116108332,0.1430473738048413,-0.016291989126454864,0.0696706335057795,0.14387832251898644,-0.22521587881856625,0.07757596588426467,0.05620996661987133
5,5,parameters/conv2d_5.bias,0.04523789548948066,0.004025267806469967,-0.17314168615989342,0.08594807783348479,-0.030313313348270858,0.0787271482502795,0.1073672117610979,-0.05448705415782862,0.0,0.06344499827780034
6,6,parameters/conv2d_6.bias,0.04318598544871518,0.0034279774080817208,-0.18639237971300232,0.1087798064943664,-0.024539631151860728,0.0702301725486561,0.08808389133796272,-0.07102311659391519,0.0,0.05854893174159423
7,7,parameters/conv2d_3.bias,0.03257525193546592,0.003012733835631473,-0.17167143485051056,0.1346985939723751,-0.015811761259868745,0.0683925964345908,0.31065824808298526,0.5099719623651451,0.0,0.054888376143146754
8,8,parameters/conv2d_7.bias,0.03064503711280592,0.0031629694460238705,-0.1806790774516034,0.08938219733591858,-0.02335766935851623,0.0667153770324049,0.45988750964389036,0.4674147463672209,0.0,0.05624028312538873
9,9,parameters/conv2d_9.bias,0.04749356414793614,0.005386659212763874,-0.21626383298726673,0.080463237414568,-0.038580838096398104,0.0862923331846943,0.4247010781569162,0.00582840491797065,0.0,0.07339386359065699
10,10,parameters/conv2d_10.bias,0.03424114721905072,0.0038164555772997565,-0.17926211020807256,0.07452478001883563,-0.02678855672014706,0.0737739008552545,0.11099539358047512,0.16760883025598466,0.021787077451393366,0.06177746820079256
11,11,parameters/conv2d_11.bias,0.04643414313078788,0.0034376435537647786,-0.2080018348187254,0.11703716298053078,-0.025618841239707882,0.0707575492688124,0.19695668297376565,-0.6951706411224575,0.0562215084789723,0.05863142121563246
12,12,parameters/dense.bias,0.024794105036751925,0.001608663984914961,-0.1942026077842277,0.0866588588914718,0.001181865396407028,0.0497045820542529,0.35661967696662555,0.5239699732729138,0.03981148713108598,0.04010815359643242
13,13,parameters/dense_1.bias,0.0873689457756525,0.00985609634197286,-0.2615788890428418,0.23729504002370697,0.017473766173854093,0.120109769727107,0.22284578829246524,0.45707988714595726,0.0,0.0992778743828297
14,14,parameters/dense_2.bias,0.46572999849369046,0.0,-0.46572999849369046,-0.46572999849369046,-0.46572999849369046,0.0,1.898667973553662,23.904117021176393,0.0,0.0
