Unnamed: 0,layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
0,parameters/conv2d.weights,0.05647188336750049,3.271212574747839,-7.740490324906537,6.496455726617925,-0.06994007401761752,0.9607650617432318,0.5447542605770161,-1.7798788669603638,0.004766665016574173
1,parameters/conv2d_4.weights,0.029033127051311704,1.3656808787826833,-4.686574637010701,4.769816411618396,0.02449056122877606,0.9370094821642534,0.6168264958515942,-1.0014185691636737,0.0
2,parameters/conv2d_8.weights,0.03381456325345532,2.3935060008389475,-5.313340312694178,5.348918861302075,0.04378205704499568,1.026795314802392,0.8081778945187655,-0.5776531108987117,0.06405778490797362
3,parameters/conv2d_1.weights,0.023263961947417332,1.1867647537395225,-6.308758498096512,4.874917543754682,-0.1922818045772835,0.9704317643035054,1.3565421783074794,0.5145048683709541,0.017577044213300808
4,parameters/conv2d_2.weights,0.025192602346819554,1.1043464679750883,-6.699940825624119,6.2153708557024325,-0.19712239382362096,0.9692284098328567,1.7914759790988866,1.579945554454297,0.013916587125780715
5,parameters/conv2d_5.weights,0.02068861821122794,0.6944308837946048,-3.710322617918536,4.562888723376044,-0.04964985505025496,0.9598438228945945,1.1850558988825568,0.08084774827866766,0.08270849883945014
6,parameters/conv2d_6.weights,0.015166696581529299,0.5971756483902183,-3.9410745354668286,4.6161462872342724,-0.03834684154401441,1.036372779926738,1.5317359378867375,1.2163447334854545,0.0
7,parameters/conv2d_3.weights,0.020468079027848893,1.0432037978118505,-6.409765062468385,4.771965112403337,-0.1674191618724707,0.9468170933381324,2.14077145886845,2.2026960403349842,0.0
8,parameters/conv2d_7.weights,0.017203455585741795,0.6686186609848156,-4.743001800222247,6.5698872979683705,-0.06089629516490837,1.0011691063874353,1.9713912123633122,2.5853819590830445,0.023755244803244757
9,parameters/conv2d_9.weights,0.025592302763335944,1.1040206404235542,-5.333640390652717,5.499117781138263,-0.18019642199509944,0.9998323831370766,1.6255737245613613,0.547679873504529,0.0
10,parameters/conv2d_10.weights,0.01878270383124601,0.714979295175834,-4.144049532404865,6.321173283390229,-0.09848925401210076,0.967596357996765,1.7141449212629682,1.9314075610419918,0.0
11,parameters/conv2d_11.weights,0.017416252640662135,0.8040494039186888,-4.461983790134079,5.210259355288857,-0.07102848756051772,0.9904697778723734,2.2013018879475523,2.314304793185921,0.017242397137346228
12,parameters/dense.weights,0.036441179752581945,1.6355041898173663,-7.712703771189755,7.9413006765021725,0.006917597170037131,0.9944538812611976,1.6460636196482887,-0.34810785897526764,0.0
13,parameters/dense_1.weights,0.05940689866233873,4.705129445496683,-9.619049741596312,8.057369307239748,0.011428146584866144,0.9319563100700845,0.7345483330051962,-1.6934340095528473,0.06945328393049088
14,parameters/dense_2.weights,0.10284523749731071,15.277597882257666,-7.510598937405371,4.718023707998739,-0.8547344227833045,1.0693751694629627,1.1982400880814759,0.6912198907714582,0.010590396712552736
