layer_index,median,variance,min,max,Mean,StdDev,Skewness,Kurtosis,Sparsity
parameters/classifier.dense.bias,1.784588534740639e-09,1.161398816579606e-18,1.052170359321647e-09,4.774508857331728e-09,4.774508857331728e-09,0.0195348062514788,-1.989640568758596,2.208036506630239,0.0
parameters/classifier.out_proj.bias,1.0899003109972989e-07,8.119381920610542e-18,1.0294400071504033e-07,1.297882037138784e-07,1.0294400071504033e-07,0.0219932603847272,-1.215022151873553,2.513055133288916,0.0264308160922692
parameters/encoder.roberta.embeddings.LayerNorm.bias,4.613073632235097e-07,2.0328980821084214e-14,1.0449514438698095e-07,4.72849928401679e-07,1.0449514438698095e-07,0.1532891436053248,1.5920902867808746,3.7962642717621775,0.0
parameters/encoder.roberta.encoder.layer.0.attention.self.query.bias,3.5547509554748606e-08,3.0520881496735344e-16,1.0416015484034434e-08,7.016819108324628e-08,7.016819108324628e-08,0.0813619765752317,2.405405656350249,11.800867334446222,0.0743331295992773
parameters/encoder.roberta.encoder.layer.0.attention.self.key.bias,3.4293779061368105e-06,5.754565757410715e-12,9.56315440865864e-07,9.67880584427434e-06,9.56315440865864e-07,0.0220581002155569,4.742449392734587,17.924224015989456,0.0
parameters/encoder.roberta.encoder.layer.0.attention.self.value.bias,1.0437590703386668e-08,1.1236801278837805e-18,1.0437590703386668e-08,1.3970108423816538e-08,1.3970108423816538e-08,0.0595659713074069,0.4343333585370799,0.3695844071918552,0.0
parameters/encoder.roberta.encoder.layer.0.attention.output.dense.bias,4.5793839018160625e-06,2.901122855655413e-12,8.654577123911676e-07,5.962117931279751e-06,5.962117931279751e-06,0.0821658800040074,1.2494752737160713,1.2691128789338213,0.0275744186769249
parameters/encoder.roberta.encoder.layer.0.attention.output.LayerNorm.bias,1.2756818697453076e-07,1.0190257387919903e-16,8.558065261757541e-08,1.5501483659129433e-07,1.5501483659129433e-07,0.1167886764065778,1.4871412603541736,2.856046575949037,0.0
parameters/encoder.roberta.encoder.layer.0.intermediate.dense.bias,3.133790608337532e-09,3.324711938950247e-18,9.984956668239687e-10,7.91786716404324e-09,7.91786716404324e-09,0.0454292057781069,1.3467067078013668,3.7007379876765407,0.0915546047249986
parameters/encoder.roberta.encoder.layer.0.output.dense.bias,1.959179345436243e-07,1.4849310145857629e-15,1.011570950000017e-07,1.959179345436243e-07,1.959179345436243e-07,0.0468947516942714,3.7555146442442706,13.47314946643692,0.0737652660472606
parameters/encoder.roberta.encoder.layer.0.output.LayerNorm.bias,7.781651211335932e-09,8.233083221697676e-18,9.50520892522444e-10,1.0490443146876344e-08,1.0490443146876344e-08,0.094143186659405,1.3491801810121489,2.912523503239314,0.0146822892170952
parameters/encoder.roberta.encoder.layer.1.attention.self.query.bias,4.8412688903031193e-08,1.9326385857264023e-16,1.2043470560722991e-08,5.7221352554043986e-08,1.2043470560722991e-08,0.0647412376618844,3.3641646337689184,9.87692420909334,0.0
parameters/encoder.roberta.encoder.layer.1.attention.self.key.bias,2.992257271039825e-05,5.588005137312029e-11,8.410951576445286e-06,3.0483545910856975e-05,8.410951576445286e-06,0.0445199812913617,4.73931107265733,27.28895869727076,0.0
parameters/encoder.roberta.encoder.layer.1.attention.self.value.bias,2.046733727794471e-06,9.71771197176688e-14,9.25659320814488e-07,2.046733727794471e-06,2.046733727794471e-06,0.102513166945558,0.3724509677442387,0.0652063220719989,0.0
parameters/encoder.roberta.encoder.layer.1.attention.output.dense.bias,2.941457270947715e-07,2.5832778609716675e-14,1.1602690497798405e-07,8.606222776699826e-07,8.606222776699826e-07,0.079890704734678,1.0149629943224543,2.251046147125967,0.0890630385924375
parameters/encoder.roberta.encoder.layer.1.attention.output.LayerNorm.bias,2.592769057301931e-06,6.692906176450428e-13,9.332366679100296e-07,3.070239082516932e-06,9.332366679100296e-07,0.0731224529792461,1.9939613260102969,3.8337678359829073,0.0453860080487793
parameters/encoder.roberta.encoder.layer.1.intermediate.dense.bias,4.6216135968239076e-08,1.475852138825546e-16,9.491854277784891e-09,4.6216135968239076e-08,4.6216135968239076e-08,0.0478659769041144,1.9353334033058287,2.756132322474147,0.0
parameters/encoder.roberta.encoder.layer.1.output.dense.bias,1.4238418159398864e-08,6.807723718022559e-16,9.814185510163698e-09,9.398105009303199e-08,9.814185510163698e-09,0.0414252929452439,3.00407877475283,14.13735695328008,0.0
parameters/encoder.roberta.encoder.layer.1.output.LayerNorm.bias,2.6438244048591404e-06,3.273328782502111e-13,7.997227235134879e-07,3.104794692103128e-06,3.104794692103128e-06,0.134798706645242,0.6702451755020349,-0.2426105409305105,0.0
parameters/encoder.roberta.encoder.layer.2.attention.self.query.bias,2.838287048155365e-07,4.488062891900505e-15,8.822020716433277e-08,3.220015872941868e-07,8.822020716433277e-08,0.0656549486070878,2.237140572505477,9.844340005671972,0.0023660656935789
parameters/encoder.roberta.encoder.layer.2.attention.self.key.bias,1.9769352393249753e-06,1.5443059762087922e-12,9.91711802971956e-07,4.313458867117793e-06,4.313458867117793e-06,0.043063506272654,4.758828758739217,24.99813794109517,0.1033625666632904
parameters/encoder.roberta.encoder.layer.2.attention.self.value.bias,4.638552837325645e-09,4.4106603057144775e-18,1.0806835461856112e-09,8.006568724803401e-09,8.006568724803401e-09,0.1474323182947646,0.2838305118420889,-0.7204425940366076,0.0
parameters/encoder.roberta.encoder.layer.2.attention.output.dense.bias,1.0510919806614965e-08,4.1516195466722654e-16,9.61574790518688e-09,7.760657934454711e-08,9.61574790518688e-09,0.0764467673991994,1.4834264612390875,1.658994346523571,0.0468192896371141
parameters/encoder.roberta.encoder.layer.2.attention.output.LayerNorm.bias,3.243788045918926e-06,6.5451241132239295e-12,9.2688242278872e-07,1.1321384340400692e-05,1.1321384340400692e-05,0.0622451353365441,1.3535016888597,4.374836470638237,0.0
